name,description,n,trials,resize
right_resize_6,,6,1000,True
,class,start_nodes,weights
0,1,[0.57569194 0.85757015 0.61521466 0.73417114 0.62504274 0.68642043],"[[ 0.         -0.02493119 -0.9394318  -0.29033196 -0.4827584   0.50192689]
 [-0.65264754  0.         -0.24332948 -0.56723102  0.65125678 -0.67006542]
 [ 0.4731479   0.13262216 -0.         -0.01889296 -0.54207188 -0.87312322]
 [ 0.82865742 -0.32310842  0.8148841   0.          0.17289635  0.71664599]
 [-0.81778219 -0.59383102  0.74799348 -0.74456972  0.         -0.71715682]
 [ 0.62627389  0.74419032  0.71410072  0.2207857   0.96229126 -0.        ]]"
1,1,[0.13485874 0.31880821 0.17181716 0.09613731 0.26546463 0.27855252],"[[-0.         -0.35868842 -0.08614651  0.83439218 -0.85659394 -0.98825558]
 [-0.13449909 -0.         -0.26262508 -0.6392981  -0.67051658  0.37060963]
 [-0.63036802  0.46229315  0.          0.68412709  0.73207153  0.79058181]
 [-0.57679908 -0.18525336 -0.06518808  0.          0.87921916 -0.20802169]
 [-0.56689114  0.33673736 -0.12149582 -0.58341717  0.         -0.9426816 ]
 [-0.40072582  0.9649077  -0.52641923 -0.12004128 -0.39951053  0.        ]]"
2,1,[0.87067082 0.91930053 0.49726696 0.33410897 0.96788988 0.40985524],"[[ 0.          0.2930157  -0.15630251 -0.5219128  -0.0057735  -0.42860069]
 [ 0.56596838  0.          0.35986171  0.69359506  0.03080886  0.10630312]
 [ 0.28840071  0.39800669  0.          0.0510408  -0.27115957  0.45053381]
 [-0.86769038 -0.44216087 -0.28005624 -0.         -0.76770788 -0.40527119]
 [ 0.17297535  0.77211404 -0.32955457  0.99608555 -0.          0.46958954]
 [-0.35114842  0.43776258 -0.62428775  0.3374686   0.37155027 -0.        ]]"
3,1,[0.3565909  0.88250962 0.77958511 0.76527738 0.72002939 0.94079657],"[[ 0.         -0.34223258 -0.4213829   0.78954557  0.68523002  0.78283273]
 [-0.2843109  -0.         -0.75356221 -0.70067347 -0.17160783  0.70928657]
 [ 0.54361287 -0.94617943  0.         -0.60829546  0.8233134  -0.34937336]
 [-0.47867812  0.94209142  0.47400825 -0.          0.06799644 -0.54084006]
 [-0.00778475  0.96207609  0.47960115  0.19766954  0.          0.30898541]
 [-0.3658869   0.52069748 -0.44900716 -0.84639499 -0.03785637 -0.        ]]"
4,1,[0.5548041  0.27440602 0.44962563 0.07064199 0.0031903  0.88689043],"[[-0.          0.96389288  0.38148293  0.62975504  0.30022438  0.62722914]
 [-0.47630674  0.          0.88042009 -0.7958994  -0.12932278 -0.31925145]
 [ 0.19162024  0.19599532 -0.         -0.89511263 -0.91020882  0.84350959]
 [ 0.14902858  0.46961138  0.8798097   0.          0.35967019 -0.64268322]
 [-0.32506822  0.16105986 -0.90782895  0.81631645  0.          0.86374744]
 [-0.73687353 -0.15802638 -0.78118976 -0.67917588  0.18845003  0.        ]]"
5,1,[0.05059341 0.13266512 0.83681415 0.62629515 0.07379155 0.43597861],"[[ 0.         -0.84884026  0.38479671 -0.00854775 -0.57954542  0.39363044]
 [ 0.90918093 -0.          0.39619183  0.81291282  0.82676697 -0.09909972]
 [ 0.39249793  0.24659015 -0.         -0.8885595   0.96810742 -0.7002167 ]
 [ 0.98629442 -0.70584184 -0.55658433 -0.          0.62066906  0.45137543]
 [ 0.49488153 -0.03237525  0.66716163 -0.84851434 -0.          0.23150551]
 [ 0.9575208   0.55311657  0.53982591 -0.68524879 -0.63006711  0.        ]]"
6,1,[0.4423762  0.94697124 0.7842034  0.38890797 0.63695938 0.70672492],"[[ 0.          0.90926747  0.9876835  -0.24230059 -0.66782391  0.94639099]
 [ 0.19901684  0.          0.5079017  -0.52359532 -0.07161845 -0.72934358]
 [ 0.80743792 -0.75429332  0.         -0.76428477  0.55977294 -0.66939228]
 [-0.43823632  0.81093705  0.25213233  0.         -0.46268504  0.86236843]
 [-0.26898512 -0.47754015 -0.39530744  0.33326493  0.         -0.2185237 ]
 [-0.25022289 -0.49229226  0.52529608  0.66784285  0.9422949   0.        ]]"
7,1,[0.43307877 0.39127416 0.81015349 0.08072866 0.10754812 0.12526095],"[[-0.          0.5491812   0.29011589 -0.04922111  0.55345682  0.24496611]
 [-0.02856727  0.          0.42582267 -0.54603597  0.27498711  0.62910181]
 [-0.21710899  0.90317847  0.         -0.3000778   0.36673878 -0.92471344]
 [-0.45747734  0.61898206  0.83686723  0.          0.2249181  -0.95176559]
 [-0.88589502  0.47305864  0.89263322 -0.150896    0.          0.63562546]
 [-0.54287612  0.6242645   0.20937214  0.1381643  -0.04935293  0.        ]]"
8,1,[0.32262406 0.91432766 0.31584901 0.77242783 0.18244001 0.87681692],"[[ 0.         -0.3236603  -0.83427794  0.65594051  0.7563057   0.08851008]
 [-0.23255391 -0.          0.95148437 -0.52986889  0.02646672 -0.97218475]
 [-0.84339421  0.62860389  0.         -0.2704641  -0.32241082 -0.81972347]
 [-0.07499812 -0.73141078  0.35002785 -0.         -0.79137148  0.48251117]
 [ 0.03687779  0.47715509  0.9451222   0.61867754 -0.          0.61995954]
 [ 0.80600659  0.18953984 -0.99267384 -0.35719876  0.9776631  -0.        ]]"
9,1,[0.42886293 0.57657397 0.22273051 0.75753486 0.97899013 0.07358097],"[[-0.         -0.67373288 -0.03490323 -0.26493352  0.75948476 -0.8310343 ]
 [ 0.59725087 -0.         -0.38749859 -0.74143849  0.6437325   0.84007225]
 [ 0.09456338 -0.56534781  0.         -0.65815786 -0.2922919   0.69285385]
 [ 0.56702126  0.40858309  0.92259494 -0.         -0.70139719  0.80934951]
 [ 0.71996709  0.70270075 -0.37497781  0.12583225 -0.          0.64845357]
 [ 0.69319712 -0.17175603  0.01026925 -0.90710444  0.75037731  0.        ]]"
