name,description,n,trials,resize
cycles_9,,9,1000,True
,class,start_nodes,weights
0,1,"[0.42775421 0.05372504 0.70148919 0.04194481 0.36766755 0.14107688
 0.8081067  0.12220074 0.69373235]","[[-0.          0.94986272 -0.36046426 -0.49417941 -0.85574992  0.52731255
   0.71387983  0.54597376  0.59772143]
 [-0.73558132  0.         -0.77239986  0.46738831 -0.35412909  0.70401865
  -0.25445519 -0.78002272 -0.08410725]
 [-0.64828723  0.6032464   0.         -0.0275973   0.32667355  0.3764838
  -0.72090556  0.23774941 -0.58556307]
 [-0.15312466 -0.92561547 -0.00962515  0.         -0.62561548 -0.70802654
  -0.5565264  -0.23504095 -0.3599717 ]
 [-0.97661085 -0.99618705 -0.33056007 -0.20998419 -0.         -0.44426462
   0.39615009 -0.30160046  0.2872862 ]
 [ 0.41138926  0.98669562 -0.74869727 -0.009986   -0.29581845  0.
  -0.88950959 -0.47297129  0.90261327]
 [ 0.40464936 -0.05619613 -0.08944175 -0.26283732  0.78230206  0.28886379
   0.         -0.78193176 -0.05169622]
 [ 0.64864519  0.52026397  0.55060495  0.10314466 -0.49727959  0.61902251
  -0.88682571  0.          0.66745822]
 [-0.91023904  0.10714924 -0.70282368  0.71125672  0.58306996 -0.54752411
   0.66439561 -0.43505261 -0.        ]]"
1,1,"[0.15574725 0.42758462 0.14530237 0.5685297  0.01155804 0.34896597
 0.98583154 0.26367576 0.02551077]","[[ 0.          0.71061679  0.98868191  0.59219429  0.51290606  0.76391917
  -0.32096153 -0.86896493  0.9820533 ]
 [ 0.24382813  0.         -0.74168355 -0.32273669  0.33276524 -0.12424857
   0.37651183  0.59023924 -0.8606142 ]
 [ 0.24512352 -0.02918441  0.          0.78390581 -0.58694665  0.66474216
  -0.67466397  0.57864347  0.07522188]
 [ 0.96877864  0.45717779  0.0506833   0.          0.41987554 -0.35209801
   0.05953456  0.77167639  0.69740763]
 [-0.95322512 -0.33641538 -0.9621849  -0.8347783   0.         -0.68619937
   0.28410926  0.4707642  -0.4460648 ]
 [-0.59528308 -0.53879551  0.22588112  0.83004893 -0.11299458 -0.
  -0.88934088 -0.13794233  0.8655813 ]
 [-0.45978047  0.3915569  -0.40360725 -0.10503698  0.08354238  0.92745472
   0.          0.61802455 -0.82164219]
 [ 0.42153057  0.96227432 -0.37206736 -0.20027037  0.53581274  0.49551816
   0.70782669  0.         -0.1464173 ]
 [ 0.07042707  0.6456591  -0.56188102  0.39003315  0.69136417 -0.31453333
   0.23204094  0.43134569  0.        ]]"
2,1,"[0.50207939 0.08878332 0.52745577 0.81053504 0.20290424 0.58243797
 0.4480085  0.13035769 0.33538512]","[[-0.          0.73349898 -0.46230624  0.88264259  0.12638464 -0.94119812
   0.96259485 -0.77245858 -0.91224026]
 [ 0.70793986 -0.         -0.17887862  0.75034644 -0.36409076 -0.34053934
  -0.46678902 -0.09126573 -0.32633544]
 [-0.08333284  0.94942517  0.         -0.2595219  -0.11482187  0.49043425
  -0.79061348  0.47080249  0.651334  ]
 [ 0.78553891 -0.12706459  0.15937879 -0.         -0.94328514  0.65586432
  -0.66842104  0.66694684 -0.67031999]
 [ 0.52711289  0.45164328  0.08010711  0.04912416 -0.         -0.32954916
  -0.81422233 -0.49304889  0.02744367]
 [-0.15170011  0.37302977  0.33356633 -0.9993286   0.16554567  0.
  -0.90457748 -0.41430428  0.16590006]
 [ 0.18438536 -0.68886763 -0.50462149 -0.15234979 -0.65437928 -0.48009046
  -0.         -0.87793435  0.76124076]
 [ 0.51731307 -0.74397733 -0.14870621 -0.91954444 -0.41788136  0.7989925
  -0.30049636 -0.          0.30387488]
 [ 0.25684511 -0.17244648  0.26854344  0.32429835  0.36330415  0.37480724
   0.12183728  0.28381659 -0.        ]]"
3,2,"[0.87079806 0.91651873 0.72434896 0.05247513 0.58772623 0.9090149
 0.64046959 0.06610579 0.08536527]","[[-0.          0.9853481   0.34448437 -0.61048157 -0.57401294  0.4123936
   0.81935753 -0.08750405 -0.47163482]
 [ 0.15224536 -0.         -0.45791489 -0.70785715  0.0584668   0.08148787
  -0.70400086 -0.32945586  0.68956956]
 [ 0.66854483  0.75383435  0.         -0.0928043   0.03168688  0.46375764
   0.05859463  0.47375713 -0.46580731]
 [-0.27137139 -0.38249514  0.83949468 -0.          0.90957881 -0.04785017
   0.72649844 -0.51364421  0.18256364]
 [ 0.90214047  0.983862   -0.87606355 -0.86115633  0.         -0.83316811
  -0.69331651  0.28791229  0.30658105]
 [-0.10574934  0.29840538 -0.53592403  0.61678265  0.34821087  0.
   0.59959517 -0.42392555 -0.99293905]
 [ 0.15618033 -0.8464175  -0.45987964  0.61829711  0.61420682 -0.55785537
  -0.         -0.00488758  0.08840203]
 [ 0.91742672  0.1882857  -0.37370734 -0.71999944  0.11249504  0.09122389
   0.60507387 -0.          0.84537174]
 [-0.32743297 -0.01061982 -0.66144289 -0.70365167  0.00787155 -0.07145576
  -0.40248577 -0.9311357  -0.        ]]"
4,2,"[0.73404547 0.26311622 0.92885042 0.88786971 0.71870465 0.7485407
 0.83094614 0.77982521 0.18486897]","[[ 0.          0.54991094  0.41704671 -0.5990345   0.79092266 -0.56784383
  -0.93976316 -0.75833574  0.2119669 ]
 [ 0.82095193 -0.          0.91710888  0.48786322 -0.92035718 -0.77385725
  -0.6760159  -0.80859871  0.28676742]
 [ 0.85096797 -0.11710337 -0.         -0.52754083 -0.22675931  0.47240975
  -0.09997737  0.46370508  0.73708393]
 [-0.14876181  0.23831501 -0.42467755 -0.         -0.26778197  0.14634232
  -0.79640582 -0.6190517   0.61290286]
 [-0.84611161  0.52893991  0.45174975 -0.87994309  0.          0.4561416
   0.59701673  0.19966923  0.84090994]
 [ 0.461183   -0.83638172  0.03513756  0.9587852  -0.58521795  0.
  -0.72149586  0.86662284 -0.91256881]
 [-0.03501559  0.55431594 -0.90257791  0.55508557 -0.0286047   0.89107402
   0.          0.13027925  0.51110396]
 [-0.7501094   0.76264651 -0.66788676 -0.56269322  0.05833526  0.20760483
   0.00986198  0.         -0.34113495]
 [-0.19101799 -0.25279181  0.4790917  -0.02359307 -0.0836467  -0.46053851
   0.65662625  0.74440168  0.        ]]"
5,1,"[0.19309871 0.8683865  0.96570027 0.57835722 0.54537611 0.39200294
 0.0838691  0.03358402 0.3376925 ]","[[-0.         -0.87114875  0.43170331 -0.49864122  0.05036109  0.87646605
   0.5421597  -0.59711577 -0.00629504]
 [-0.33268954  0.         -0.86516466 -0.57636138 -0.0635003   0.23545121
  -0.32465314  0.36180552  0.21663276]
 [ 0.21559647 -0.92404088  0.          0.43953858  0.11826562 -0.30695125
   0.94850016  0.53778039 -0.98129561]
 [-0.70359399  0.24563338  0.36085156 -0.         -0.68621337  0.70623584
  -0.57672966  0.51546396  0.11086617]
 [ 0.3654454  -0.86501272  0.94952806  0.05287506  0.          0.17988915
   0.70078952 -0.25765209  0.46873317]
 [ 0.21405837  0.92122222 -0.70368226 -0.37002607  0.38133878 -0.
   0.98818809  0.05104828  0.30777638]
 [-0.28639808  0.83302279  0.03541742  0.71005978  0.4337367   0.96990865
   0.         -0.47263906 -0.10522018]
 [-0.28682159  0.66368538 -0.80245387 -0.03013003  0.70809154 -0.82655811
   0.47500402 -0.          0.20429436]
 [-0.40859352 -0.33387547  0.63679934 -0.84134738  0.13189368  0.02356428
  -0.96354764  0.74457249  0.        ]]"
6,1,"[0.63372488 0.13015617 0.76591646 0.3925812  0.6984093  0.32643287
 0.5764411  0.53920158 0.69853312]","[[-0.          0.76998846 -0.62437641 -0.85321222 -0.01009909 -0.68818294
   0.53074006  0.08017122  0.19251259]
 [ 0.25465554 -0.          0.78136764  0.71830441 -0.65950602  0.0529381
   0.98427457  0.73143988  0.56843841]
 [ 0.38661657  0.60958323 -0.          0.80555331 -0.91421009 -0.36644425
   0.80105871 -0.64650693  0.76172069]
 [-0.52742558 -0.14760604  0.50105855 -0.         -0.56019504 -0.02359714
  -0.43760378  0.47064454 -0.39417405]
 [-0.14046535 -0.17484821  0.69766133 -0.41916486  0.         -0.49900298
  -0.2652624  -0.06648042  0.80635775]
 [-0.73779192  0.57504466  0.20232007  0.20975225 -0.39055843  0.
   0.51656768 -0.56617634  0.0861657 ]
 [ 0.81283509  0.72959505  0.3647686  -0.24882773 -0.63927516  0.05054582
   0.         -0.18057015 -0.26608442]
 [ 0.00639599  0.37024787 -0.30233254  0.60365609 -0.6057794   0.12823614
   0.78784501  0.          0.40431386]
 [ 0.00393115  0.85602057  0.24434562 -0.40388974 -0.6003555   0.14838842
  -0.35613167 -0.81316167 -0.        ]]"
7,1,"[0.57198152 0.41026287 0.90008844 0.44829428 0.99933155 0.69290182
 0.9885155  0.63553202 0.14292406]","[[ 0.         -0.16760178 -0.99598272 -0.68334628  0.42848745 -0.39543049
   0.15700851  0.35739288 -0.86997807]
 [-0.89835126  0.         -0.30781709 -0.2831588   0.65013819  0.05821832
   0.89711282 -0.30448396  0.85768368]
 [ 0.23812969  0.36247622 -0.         -0.95654095 -0.75213438  0.32825422
   0.82889536  0.70511891 -0.80140115]
 [ 0.03553606 -0.37886412 -0.15821979  0.          0.45969979 -0.78975819
   0.49140088 -0.43662731 -0.71605903]
 [-0.55438326 -0.59438998 -0.355738   -0.77251547  0.         -0.23870879
   0.14770296  0.07768705  0.10884805]
 [-0.24016321 -0.62487949 -0.76874189 -0.88695343  0.38819401  0.
   0.78537719  0.72149986 -0.24178498]
 [-0.27423485 -0.46819556  0.9774515  -0.50340325  0.26782692 -0.64828492
  -0.         -0.94645756 -0.41952904]
 [-0.63084574 -0.27879623  0.0550079   0.24898437 -0.90313819 -0.98581722
   0.59179707 -0.          0.89740996]
 [ 0.22200705  0.80146602 -0.76113999  0.63543643 -0.83227009  0.98189746
  -0.69082009 -0.3350693   0.        ]]"
8,4,"[0.73687274 0.68389869 0.41390933 0.65847613 0.47606348 0.75948456
 0.72610282 0.69909437 0.99944006]","[[ 0.          0.10673572  0.74226205  0.11762548  0.13180216 -0.54144996
   0.9187677  -0.46759385  0.4601219 ]
 [-0.74897786  0.          0.80568451 -0.072132    0.0830912  -0.36976405
  -0.18323897 -0.88564052  0.18836207]
 [-0.25005652  0.94612527 -0.          0.19013238 -0.0446153   0.54913135
  -0.73627984  0.6244113  -0.70051677]
 [-0.41481801 -0.01043695  0.66736602  0.         -0.98824788  0.37824895
   0.16881599  0.15975529  0.93727822]
 [-0.1455886   0.13638544  0.32113426 -0.11484924  0.          0.74934
  -0.42279472  0.15604239 -0.11724079]
 [-0.0837916   0.89274861 -0.95722629  0.00776047 -0.52011597 -0.
  -0.40333627  0.45330226 -0.72429155]
 [ 0.54463541 -0.52813005 -0.00323147  0.64566404 -0.38288118 -0.95726117
  -0.          0.28770419  0.30876912]
 [-0.07725751 -0.5618763  -0.31270901  0.94925609 -0.56653443 -0.42898407
  -0.09080397 -0.          0.84658665]
 [-0.46896299 -0.6947891  -0.852522   -0.25787989 -0.39481999  0.4634879
   0.85530442 -0.02057927 -0.        ]]"
9,1,"[0.79257666 0.7045775  0.70151597 0.38631957 0.22581554 0.13028884
 0.3084342  0.49302093 0.13981061]","[[ 0.          0.54371773 -0.00370228 -0.32931058 -0.75427766  0.69372331
  -0.01635846 -0.80889786 -0.18731557]
 [ 0.07260554 -0.          0.95869213 -0.46729069  0.02540828 -0.94798838
   0.36775964  0.08292166 -0.88909979]
 [ 0.26967535  0.94624236  0.          0.15139258 -0.33014654  0.33685477
   0.33835394 -0.29324684  0.83489296]
 [-0.33619947  0.80546247  0.97644966  0.         -0.44439776  0.27239321
  -0.5979123  -0.30367952 -0.76595354]
 [-0.83756501 -0.6976912   0.95828194  0.75709631 -0.          0.12911446
  -0.74206033 -0.85408268 -0.05238147]
 [-0.71114953  0.50844131 -0.36941209  0.58771253 -0.88736664  0.
  -0.5285557  -0.3607851   0.58141626]
 [-0.80015323 -0.69648729  0.53599437 -0.06796074 -0.88338045 -0.72578637
   0.         -0.22421936 -0.31855856]
 [-0.51662777  0.13388221 -0.01639845  0.89987289 -0.3300542  -0.59938239
  -0.9361133   0.          0.3442763 ]
 [ 0.57518088  0.9297271  -0.68499032 -0.3783992  -0.91882954 -0.44447355
   0.0837456   0.05993018  0.        ]]"
