name,description,n,trials,resize
right_resize_45,,45,1000,True
,class,start_nodes,weights
0,1,"[0.51577293 0.6685754  0.13901888 0.47448065 0.24673256 0.20029486
 0.15192004 0.04949615 0.95162882 0.29147181 0.73379865 0.51698967
 0.73320694 0.88410953 0.67303657 0.50844974 0.45190755 0.79216459
 0.26121595 0.06593006 0.50143135 0.8818865  0.06712673 0.6524481
 0.30180706 0.90997173 0.4032989  0.35785245 0.24016844 0.3447056
 0.57856934 0.22116103 0.04458482 0.54543164 0.73150233 0.11406405
 0.4964296  0.42036774 0.83689425 0.89639547 0.59986213 0.65253482
 0.93008813 0.28408674 0.65583938]","[[ 0.          0.69750994 -0.29003184 ... -0.03543244  0.24742627
   0.08743771]
 [-0.22206295  0.          0.06742741 ... -0.02849996 -0.01440707
   0.78571505]
 [ 0.02238151  0.39062643 -0.         ...  0.59857348  0.73696261
   0.52276555]
 ...
 [-0.5455911   0.67491324  0.90044055 ... -0.         -0.57589178
   0.11894938]
 [ 0.00317689 -0.40766658  0.49638918 ... -0.67831905  0.
   0.54652219]
 [-0.34262738 -0.83214089 -0.89744115 ...  0.17566485 -0.64427353
  -0.        ]]"
1,1,"[0.2794463  0.4619223  0.61981921 0.40589791 0.58754153 0.90910043
 0.23785476 0.12737692 0.38391268 0.74062571 0.5563724  0.38704444
 0.91733658 0.81041789 0.93097412 0.64671229 0.49419068 0.03219361
 0.96940955 0.58068975 0.20299242 0.13534773 0.54235891 0.24817399
 0.98365845 0.65300264 0.10802524 0.7064772  0.71827465 0.74144177
 0.99031896 0.49980213 0.87755155 0.58326923 0.85233074 0.08570443
 0.75295613 0.78087455 0.3416212  0.39614865 0.40553183 0.50676968
 0.28455821 0.18820189 0.86607546]","[[-0.         -0.88698173 -0.48650591 ... -0.41729212 -0.19400465
  -0.43522466]
 [ 0.59961824  0.          0.80841065 ... -0.62295239  0.50597381
  -0.99140753]
 [ 0.28490539  0.60933689  0.         ... -0.34792813  0.58031066
  -0.44542366]
 ...
 [-0.776939    0.25468868 -0.94149054 ...  0.          0.17903362
   0.53348579]
 [ 0.08287363 -0.09004609 -0.75312629 ...  0.59434863 -0.
   0.37679189]
 [-0.68359284 -0.64678464 -0.52825666 ...  0.03217329 -0.97133816
   0.        ]]"
2,1,"[0.45704932 0.7080009  0.26369477 0.48416621 0.06623493 0.98670711
 0.5225073  0.56860604 0.66955241 0.11616746 0.67934922 0.19649586
 0.00969046 0.1827004  0.07460304 0.52625501 0.40487667 0.04687532
 0.89100205 0.62830441 0.67219658 0.3792754  0.61173256 0.6457403
 0.09261816 0.30781177 0.49479998 0.42028883 0.62469651 0.257351
 0.13755977 0.19991291 0.12318275 0.07778836 0.42460023 0.12219555
 0.07249626 0.57823281 0.57630818 0.67510379 0.45971581 0.19378154
 0.3368075  0.71802346 0.81404467]","[[-0.         -0.40313488 -0.20401783 ... -0.10892363  0.05006622
   0.81712643]
 [ 0.26421287  0.          0.90365194 ... -0.49539276 -0.62973776
  -0.94307722]
 [-0.32159275  0.43264922  0.         ...  0.25252115 -0.43049439
  -0.21730173]
 ...
 [-0.25629542 -0.74579482  0.3566527  ...  0.         -0.15384791
   0.57917936]
 [-0.55226322  0.66855613  0.69865181 ... -0.25303899  0.
   0.19758896]
 [ 0.30443692 -0.7228513   0.95251676 ... -0.43295616  0.1216741
  -0.        ]]"
3,1,"[0.2775329  0.22465537 0.24574539 0.77097753 0.91404741 0.52226945
 0.08785785 0.10783463 0.54978931 0.90223618 0.05243025 0.93847273
 0.70852686 0.31880685 0.71012516 0.59957171 0.92418058 0.88711298
 0.90018684 0.84273592 0.07598641 0.12577084 0.81575044 0.82022649
 0.79807554 0.29661626 0.59150774 0.77633464 0.53369088 0.87197511
 0.50154738 0.87999685 0.47927996 0.97924148 0.44107179 0.73310832
 0.06394804 0.43741537 0.3983318  0.45941485 0.99039947 0.94271136
 0.70884263 0.85951883 0.70528853]","[[-0.         -0.38960239  0.33309515 ...  0.15795356  0.50466782
  -0.32583308]
 [ 0.74517471  0.         -0.05145182 ...  0.68182432 -0.87076638
   0.46975416]
 [ 0.14583458  0.3348373   0.         ...  0.85281453  0.28408638
   0.09610371]
 ...
 [-0.87539186  0.75429857 -0.8547342  ... -0.          0.57401777
  -0.76463907]
 [-0.79147344  0.35103723  0.46257557 ...  0.21663458  0.
   0.47614373]
 [ 0.44851296  0.42061045 -0.70494471 ... -0.09009321 -0.75340407
  -0.        ]]"
4,1,"[0.43885894 0.01603769 0.81145392 0.17483631 0.84443598 0.50434905
 0.68463985 0.89699111 0.48996808 0.84455353 0.21189861 0.22977006
 0.18240877 0.44960546 0.81042732 0.15841139 0.12442301 0.96150536
 0.14245416 0.03142717 0.62916699 0.36611955 0.29206295 0.55879762
 0.26445518 0.03365136 0.6432475  0.05587196 0.18341558 0.88163992
 0.85708877 0.93202234 0.7638318  0.66379147 0.02904809 0.5896937
 0.34406452 0.82569077 0.87482884 0.23781729 0.8240817  0.1520583
 0.49477256 0.99866979 0.91956965]","[[ 0.         -0.9816977  -0.75494876 ... -0.11755991 -0.70373514
   0.61325786]
 [-0.02514374 -0.          0.6055378  ... -0.24171679  0.08613774
  -0.49373525]
 [ 0.58250752  0.96614758  0.         ... -0.01486736  0.80343236
  -0.57136598]
 ...
 [ 0.46985397 -0.55773788  0.5113973  ...  0.         -0.27217517
  -0.6276755 ]
 [-0.46527996  0.33405199 -0.02003306 ... -0.92559044 -0.
   0.65173185]
 [ 0.93155885 -0.78739336  0.12364773 ...  0.72924453  0.81017869
  -0.        ]]"
5,1,"[0.33847481 0.93556823 0.37951237 0.56301894 0.42874382 0.71382418
 0.76851395 0.63131884 0.39357712 0.15131935 0.97522794 0.75099232
 0.6443048  0.11510869 0.67671901 0.20323358 0.96792507 0.05474687
 0.86632789 0.69466408 0.34473725 0.87040913 0.03262229 0.09831742
 0.96638107 0.24438818 0.73083061 0.90302047 0.7507329  0.38327563
 0.7031167  0.42353882 0.88858099 0.07826147 0.98634643 0.15619796
 0.8283777  0.50653662 0.78948973 0.63094628 0.40493329 0.26251808
 0.93994484 0.0518072  0.3556693 ]","[[ 0.          0.60609214 -0.56159112 ... -0.63362834 -0.98692459
   0.28312388]
 [ 0.15240539  0.          0.23535222 ... -0.38014864  0.88910074
   0.37539333]
 [-0.93961987 -0.45812113 -0.         ... -0.85099329 -0.30619378
  -0.0181855 ]
 ...
 [ 0.55003138  0.82814553  0.11446299 ...  0.          0.51767683
   0.27857046]
 [ 0.62961594 -0.89440134  0.07833283 ... -0.54512979 -0.
  -0.01293514]
 [ 0.93323665 -0.16394971 -0.0517495  ...  0.68949447  0.74033272
  -0.        ]]"
6,1,"[0.43643099 0.4189047  0.66233235 0.37681206 0.59536949 0.11289267
 0.07633002 0.93928542 0.24023217 0.13952505 0.98641684 0.84673524
 0.2778876  0.30110852 0.6754637  0.2090611  0.24692692 0.15933408
 0.18588603 0.7824226  0.03817065 0.95925908 0.41903999 0.11974545
 0.86023009 0.26142549 0.11630526 0.84279544 0.29290212 0.75571228
 0.29097602 0.08303168 0.18354292 0.39289385 0.85282748 0.46596445
 0.17344263 0.40158095 0.34921725 0.42666958 0.82018399 0.96022018
 0.76206395 0.27738557 0.67439022]","[[-0.         -0.10388249 -0.17451697 ... -0.67696705  0.66210166
   0.01627152]
 [-0.10316008  0.         -0.95738646 ... -0.42212524  0.1468352
  -0.41801436]
 [-0.30954291 -0.06690629 -0.         ...  0.25336719 -0.629815
  -0.53948271]
 ...
 [-0.01561223  0.76207356  0.59288542 ... -0.         -0.29617833
  -0.31185942]
 [ 0.46693442 -0.97788929  0.35916744 ... -0.69889861 -0.
   0.89742253]
 [-0.53149056  0.15145203  0.98154909 ... -0.06512145 -0.88958316
   0.        ]]"
7,1,"[0.52715743 0.34984891 0.34759031 0.47120128 0.08793441 0.13727099
 0.03417442 0.62499428 0.05011703 0.11076709 0.32624869 0.55749978
 0.90216617 0.98532664 0.31658479 0.64479965 0.11262551 0.23002001
 0.43539553 0.22421491 0.65840544 0.58348571 0.81996454 0.73503266
 0.64670297 0.73373469 0.55129038 0.27517949 0.94491364 0.63452877
 0.53206619 0.09642476 0.11439894 0.63818896 0.81102645 0.5036203
 0.75304952 0.30871091 0.04732932 0.59584869 0.74908405 0.77121441
 0.73303108 0.93941115 0.4327931 ]","[[-0.          0.30339191 -0.70839371 ... -0.12235238  0.48109827
  -0.26839285]
 [ 0.12217997 -0.         -0.28732721 ... -0.08600091 -0.67546664
   0.24550811]
 [ 0.4970229  -0.75026871  0.         ...  0.58067476 -0.49196233
   0.44862754]
 ...
 [ 0.576577   -0.29393956 -0.38693244 ...  0.          0.74924652
  -0.37153211]
 [ 0.00651456  0.57435533 -0.10509795 ... -0.40250234 -0.
   0.11847287]
 [-0.78046006  0.40406695 -0.2132433  ... -0.56978726 -0.63095874
  -0.        ]]"
8,1,"[0.89264901 0.50517943 0.37325907 0.68188037 0.3287206  0.24444239
 0.23826916 0.76654779 0.37480984 0.33596598 0.94054101 0.42283442
 0.77295157 0.10311181 0.38844455 0.10581568 0.7996696  0.66690005
 0.67370924 0.81966996 0.93197047 0.37594241 0.21186031 0.09613384
 0.32709251 0.09476352 0.51495481 0.10814469 0.12498042 0.16251613
 0.12771506 0.20187344 0.53449545 0.57948188 0.52833669 0.46311039
 0.66999913 0.47746117 0.42950751 0.36564169 0.48230496 0.24535703
 0.53326966 0.02370609 0.69199508]","[[ 0.         -0.93034039 -0.89970477 ... -0.29789975 -0.30444553
  -0.67402583]
 [-0.70807525  0.          0.9201003  ...  0.40634248 -0.71815068
  -0.36258647]
 [-0.13934072 -0.80865561 -0.         ... -0.85692525 -0.90297504
  -0.8179932 ]
 ...
 [-0.59914927  0.2711257   0.24075975 ...  0.         -0.15722744
   0.39573653]
 [-0.03537854 -0.98414274  0.67891596 ...  0.08745144 -0.
  -0.45034065]
 [ 0.90187068  0.76588274 -0.01246251 ... -0.44237461  0.50628337
  -0.        ]]"
9,1,"[0.47606989 0.63706764 0.86462296 0.4203474  0.68641042 0.38524934
 0.81235491 0.53136686 0.84483578 0.17748469 0.52251215 0.91786843
 0.96374584 0.29223627 0.06596296 0.12032721 0.1202535  0.85627251
 0.84437678 0.08834431 0.99371365 0.54522317 0.1489613  0.93398492
 0.25918489 0.63138613 0.76597638 0.01341878 0.33062683 0.57597728
 0.39489522 0.50851179 0.81883564 0.14930904 0.52636973 0.92468589
 0.95771374 0.67050208 0.87028322 0.52971738 0.61496837 0.6006434
 0.08573259 0.45997634 0.37166397]","[[ 0.          0.02263556  0.62671434 ...  0.22046225 -0.68166241
  -0.0200476 ]
 [ 0.94255532  0.          0.69573872 ...  0.17237076  0.9465346
  -0.10907298]
 [ 0.95518998 -0.25026734  0.         ... -0.24102532 -0.46705686
  -0.01190384]
 ...
 [ 0.94518143  0.91465235 -0.1148621  ...  0.         -0.78749412
   0.97547257]
 [-0.27393273 -0.23497139 -0.72082002 ... -0.32461893  0.
  -0.21737201]
 [-0.79747222 -0.20151671  0.03012564 ...  0.82180591 -0.92654214
  -0.        ]]"
