name,description,n,trials,resize
cycles_4,,4,1000,True
,class,start_nodes,weights
0,1,[0.25784099 0.92767733 0.6030664  0.98030667],"[[ 0.          0.61993539  0.34729804  0.73297137]
 [ 0.85129467 -0.         -0.75134049  0.17173771]
 [-0.29553298 -0.73354402  0.         -0.2224304 ]
 [-0.66054847 -0.67404593 -0.93641761 -0.        ]]"
1,1,[0.47525409 0.14966927 0.09445897 0.37025835],"[[-0.         -0.93241087 -0.23589493 -0.41666502]
 [ 0.79787631 -0.          0.42738942  0.85864691]
 [-0.34350776  0.49727325  0.         -0.27751059]
 [ 0.94460119  0.76153098 -0.47922998 -0.        ]]"
2,44,[0.8325353  0.80994457 0.51187207 0.36005641],"[[ 0.          0.65747847 -0.54151358  0.60281671]
 [ 0.04493814  0.         -0.82533325 -0.12520219]
 [ 0.58274854  0.96426194 -0.         -0.84526123]
 [ 0.27250292  0.95381577  0.52024669 -0.        ]]"
3,1,[0.43117672 0.6566974  0.25255744 0.25397487],"[[ 0.         -0.01885074  0.70399431 -0.86498405]
 [ 0.56128531  0.         -0.77878372 -0.07341898]
 [ 0.75642205 -0.44169628  0.         -0.73278791]
 [-0.86355308 -0.8174485  -0.46979782 -0.        ]]"
4,1,[0.65302309 0.71804601 0.38373888 0.64865334],"[[-0.         -0.10271093 -0.96053239  0.27125782]
 [-0.40938353  0.          0.47710636 -0.91813332]
 [-0.70410517 -0.90655088 -0.          0.88163233]
 [-0.47393971 -0.96761796 -0.4927168   0.        ]]"
5,1,[0.73898336 0.93222581 0.34711857 0.55461387],"[[-0.         -0.33884166  0.11221237 -0.96137226]
 [-0.36913505 -0.         -0.8993127   0.5244873 ]
 [-0.07023449 -0.63323047  0.         -0.39527235]
 [-0.99701892  0.45161769  0.80659357 -0.        ]]"
6,2,[0.98683833 0.0289565  0.67252283 0.76521769],"[[-0.         -0.83067901  0.16345103  0.30199477]
 [-0.11919504 -0.         -0.33480549 -0.80936204]
 [ 0.24224088  0.41424309  0.         -0.83266249]
 [-0.92977301  0.83291439  0.80833141 -0.        ]]"
7,1,[0.35508329 0.85867134 0.28796628 0.64427522],"[[ 0.         -0.47332668 -0.77319785  0.44055032]
 [-0.8592972  -0.         -0.27515749  0.5254694 ]
 [-0.40242262 -0.1086058  -0.          0.42510638]
 [ 0.13211317 -0.10150128  0.78869002 -0.        ]]"
8,1,[0.44349718 0.1822669  0.08644043 0.04984549],"[[ 0.          0.56210883 -0.12521643  0.30063237]
 [ 0.49406439 -0.         -0.67038205  0.50310927]
 [ 0.52818455 -0.3368907   0.          0.79532201]
 [ 0.01621259 -0.63309039  0.85401008  0.        ]]"
9,15,[0.50427238 0.94688394 0.93686906 0.09002423],"[[ 0.          0.89311455 -0.35416526 -0.10769824]
 [-0.11247173 -0.          0.88708685 -0.81582449]
 [ 0.62278832  0.13300955 -0.         -0.37408332]
 [ 0.48900546 -0.89651265  0.96517293  0.        ]]"
10,1,[0.51233142 0.13259715 0.98929304 0.26605041],"[[-0.          0.84104294 -0.04520568 -0.30604158]
 [ 0.43718716  0.         -0.44979098  0.62754608]
 [ 0.98698272 -0.29202436 -0.          0.32976947]
 [-0.26274662 -0.53635686  0.05159507  0.        ]]"
11,1,[0.93859218 0.71855703 0.57463738 0.8577543 ],"[[ 0.         -0.59994013  0.88838269  0.47271653]
 [ 0.60319834  0.          0.12330196  0.56651415]
 [ 0.68746959  0.75869732 -0.         -0.65255774]
 [-0.43149098  0.79776059  0.86611979  0.        ]]"
12,10,[0.80192959 0.61622911 0.60994065 0.58365225],"[[ 0.         -0.77962217  0.8425314   0.19604979]
 [-0.09716442 -0.          0.87914636 -0.05616489]
 [ 0.53139978 -0.31397816  0.         -0.48228903]
 [ 0.33066514  0.19403057 -0.48556487  0.        ]]"
13,1,[0.98987128 0.92773425 0.30357042 0.31371195],"[[-0.          0.47578326 -0.99438262  0.67826574]
 [-0.3098565   0.          0.04420851 -0.49712532]
 [-0.79074567 -0.802953    0.         -0.77497792]
 [ 0.6774794  -0.53693808 -0.38153131 -0.        ]]"
14,1,[0.08038761 0.23074346 0.68205942 0.60975458],"[[ 0.         -0.47948288 -0.73612756 -0.45032444]
 [ 0.43327143 -0.          0.12611831  0.64085289]
 [-0.03526     0.30315486  0.         -0.08186464]
 [-0.18505905 -0.65370498 -0.28090832 -0.        ]]"
15,1,[0.8602212  0.74109438 0.15706666 0.05570371],"[[-0.         -0.12849783  0.47943771 -0.38621488]
 [-0.55043835 -0.          0.35973466  0.17633764]
 [ 0.47487705  0.26768173  0.          0.43281386]
 [-0.3252408  -0.35622979 -0.15256317 -0.        ]]"
16,1,[0.66311347 0.09374113 0.47146205 0.4130185 ],"[[ 0.         -0.52422709 -0.4683921   0.33878884]
 [ 0.01835527  0.         -0.92450111  0.5725523 ]
 [-0.85662429  0.46341925  0.          0.65218514]
 [-0.37827964  0.99487618 -0.29863218 -0.        ]]"
17,1,[0.62107552 0.03090731 0.58211499 0.67714374],"[[-0.          0.87545988  0.86127835 -0.04839959]
 [ 0.03599474  0.         -0.7711666   0.69804831]
 [-0.64979871 -0.67753535 -0.         -0.11700241]
 [ 0.36245189  0.57366303 -0.27138101 -0.        ]]"
18,1,[0.78308259 0.96491487 0.65588619 0.28486086],"[[ 0.          0.38389328 -0.61599816  0.56646922]
 [ 0.84177383 -0.          0.00483344  0.16828599]
 [-0.96641236 -0.41843735  0.          0.45403591]
 [ 0.11045094  0.33180781 -0.65412635  0.        ]]"
19,1,[0.03787173 0.13349306 0.79410703 0.82129997],"[[-0.          0.06471891  0.53818234  0.3899597 ]
 [-0.30480297  0.          0.41875894 -0.56315404]
 [ 0.0781549   0.91907276 -0.          0.64187005]
 [-0.12456142  0.19635884 -0.87033069 -0.        ]]"
20,1,[0.26076773 0.24991559 0.4568268  0.68477141],"[[-0.         -0.82219287 -0.326791   -0.96007253]
 [-0.76048511  0.          0.94509831  0.85636733]
 [-0.20008915 -0.62754038  0.          0.20998101]
 [ 0.9443483   0.73367277 -0.92241212  0.        ]]"
21,4,[0.07211434 0.62201274 0.13867688 0.84337715],"[[-0.         -0.79397803  0.90423736 -0.57902572]
 [ 0.16886962 -0.         -0.91945361  0.96139298]
 [ 0.85228554 -0.96613339  0.          0.25626087]
 [-0.44195633 -0.614898   -0.61910154  0.        ]]"
22,3,[0.09623353 0.01326076 0.6910754  0.11517391],"[[-0.          0.83322816  0.0685996  -0.52033271]
 [-0.03491159 -0.          0.02606695  0.15469941]
 [-0.7731094  -0.87851244  0.          0.90679051]
 [-0.85418525  0.90946931  0.10272522  0.        ]]"
23,1,[0.085745   0.61986097 0.19409298 0.06602834],"[[ 0.         -0.97192266 -0.11373693 -0.73203043]
 [ 0.78745771  0.         -0.08545893 -0.33974292]
 [-0.9738214  -0.9628529  -0.         -0.47070162]
 [-0.03714774  0.50711584  0.27072824 -0.        ]]"
