name,description,n,trials,resize
right_resize_selfLoops_13,,13,1000,True
,class,start_nodes,weights
0,1,"[0.41562503 0.4387384  0.56163962 0.02670224 0.54245764 0.14240921
 0.35772512 0.54354182 0.99646431 0.96273073 0.20506668 0.30427116
 0.09245018]","[[ 0.88628518  0.63034345  0.66293369  0.9603529  -0.69392373 -0.52630118
  -0.19765198  0.91227837  0.39737059  0.44980719  0.22420609  0.74086355
  -0.60669047]
 [-0.18794559 -0.37961681 -0.28954877  0.25745016  0.14424904 -0.87795218
  -0.19105827 -0.42476693  0.3833821  -0.87873027  0.58522668 -0.67559088
  -0.42211597]
 [-0.49387808  0.62920311 -0.72264853 -0.62331959  0.70704762 -0.76255368
  -0.41046346  0.09688242 -0.89077778  0.6001594  -0.46679805 -0.73969866
   0.07532698]
 [-0.21379843  0.99872883 -0.91349555  0.56571852 -0.30118034  0.94734952
  -0.7762092   0.07478092  0.52194215  0.37502347 -0.06568641 -0.50538904
   0.59930892]
 [ 0.2077302   0.54509259  0.93063027  0.79008348  0.7864347  -0.68829563
   0.72786744  0.37112676  0.62298272 -0.80828648 -0.08326833 -0.58725091
  -0.13461633]
 [-0.6765426   0.99529821  0.04850173 -0.72314081  0.08539214  0.98791448
   0.50656125  0.56091901 -0.64848705 -0.3887794  -0.72761748 -0.87547999
  -0.00409569]
 [-0.13190862  0.41276136 -0.70041476 -0.05552707  0.77384394  0.66812477
   0.40575642  0.97317616  0.09436104  0.46275918  0.70396504 -0.29646113
   0.47990262]
 [ 0.85011524 -0.71375832 -0.34713597  0.84732905  0.58601742  0.48026994
   0.62134852 -0.42055461 -0.21287107 -0.10827769  0.53416538  0.13360324
   0.97228704]
 [ 0.92351165  0.55746384 -0.83011122 -0.42709957  0.60785528 -0.8523824
   0.31668813 -0.31367926  0.0332583   0.39099314  0.25054784 -0.93042381
   0.71112706]
 [-0.43128585  0.0440758  -0.14664552 -0.88384237  0.76898623 -0.41524178
  -0.69355423 -0.62355209  0.89259404  0.31276559  0.57386412 -0.37157559
   0.50675093]
 [-0.1137916   0.24062892 -0.33083636 -0.90054253  0.31385888 -0.51009378
  -0.21246415 -0.40334983  0.81851901  0.33958938  0.37711899 -0.24756331
   0.41018935]
 [ 0.6793811   0.17297587  0.08279423  0.48472195 -0.63772992  0.87320276
  -0.07623974 -0.31700333 -0.10557225 -0.90718837 -0.57504478  0.9328529
  -0.43144392]
 [ 0.42015609 -0.06687806  0.29677112 -0.48106616  0.98656837  0.33782915
   0.10514283  0.66835523 -0.27578557 -0.56382986  0.26604948  0.68618499
  -0.6119279 ]]"
1,1,"[0.71125906 0.45179824 0.40564485 0.34656128 0.22043785 0.65356116
 0.20245719 0.71123611 0.75813795 0.98855934 0.64513683 0.54913156
 0.03595786]","[[-0.98697446  0.30962347 -0.16220725  0.57033168  0.45906277  0.95467633
  -0.02939504 -0.27976623 -0.53066728  0.96352346 -0.70715319  0.42109562
   0.13394675]
 [ 0.10164021 -0.02441519  0.87305477 -0.88112643  0.71553493  0.28993733
  -0.84122753  0.30156188 -0.71085335 -0.82672514  0.0685962  -0.2856028
  -0.03750648]
 [ 0.00269471 -0.53918866  0.67012003  0.60071815  0.49567182  0.70757801
   0.68976145 -0.87392062  0.3501009  -0.0732458  -0.22699737 -0.95603575
  -0.24035631]
 [ 0.02383884  0.61923486  0.67706127 -0.59787848  0.79636583  0.11589079
   0.23474766  0.22971002  0.06631176 -0.12696347 -0.34299351  0.05510119
  -0.36997024]
 [ 0.49371238  0.78734636  0.02491361  0.11920143 -0.08671189  0.84149803
   0.74113565 -0.08587884 -0.71873252 -0.49589699 -0.96197467 -0.72227366
   0.60228896]
 [ 0.36788988  0.44724337 -0.68919334 -0.97664885  0.07255013 -0.85274032
  -0.76458882 -0.36900008  0.8361332  -0.48365584  0.94376159  0.47351207
  -0.17897925]
 [ 0.89407813 -0.57683319 -0.50880426  0.12097855  0.60541795  0.07719535
  -0.81658551  0.12221316  0.97850766 -0.22969559 -0.13711358  0.60296269
   0.41084861]
 [-0.54882901 -0.32930661 -0.06899528  0.99446395  0.55799698 -0.7277089
   0.25372584  0.08911466 -0.35387891 -0.7172741  -0.38544471 -0.02340305
  -0.09648294]
 [ 0.54133834 -0.10110132  0.27246473 -0.06031391  0.70292631  0.66616838
  -0.94361544 -0.04124257  0.18483168  0.4894185   0.1625689   0.84387935
   0.72956397]
 [-0.6219986   0.24646287  0.04943612  0.41503215 -0.04848098 -0.27063157
  -0.57403972  0.73785585 -0.38466084  0.38770656  0.73213435  0.87538495
  -0.97939129]
 [-0.59225211 -0.68058019 -0.22413003 -0.62406683  0.26247281 -0.57439992
  -0.3808414   0.72387662 -0.0120553   0.62019217  0.72159774 -0.17941657
  -0.58641453]
 [ 0.79577199 -0.38950854  0.98404884 -0.59385288  0.6764098   0.05273379
  -0.70321597  0.28241666 -0.05788693 -0.87847521  0.14046481  0.34447779
   0.92137609]
 [-0.00364464 -0.82699873  0.03212048  0.14462927  0.8033937   0.7286908
  -0.37862146 -0.06037846 -0.57244225 -0.08501125  0.58751016 -0.82924361
   0.43144297]]"
2,1,"[0.23844899 0.47909437 0.57048683 0.55409671 0.47204932 0.04031349
 0.00726383 0.05353158 0.73324483 0.26919291 0.99552743 0.5219008
 0.03945888]","[[-0.02843805  0.37282132  0.93754822  0.75573191 -0.53650823 -0.89099431
  -0.74935539  0.5146523  -0.69442539  0.0833854  -0.92287799  0.51653814
   0.91326006]
 [-0.94105036 -0.70091621  0.9046853   0.75991282 -0.89994407 -0.03101398
  -0.31003629  0.80154118 -0.58977587  0.52151267  0.41318577  0.69818886
  -0.17423836]
 [-0.45055206 -0.0485594   0.51883131 -0.46649959 -0.36120904  0.85841292
  -0.15413263 -0.50771353  0.46628275  0.6621072   0.51178528 -0.62125906
   0.26736555]
 [-0.13424079 -0.31755863  0.11100145 -0.88717069  0.60787004 -0.79332642
  -0.50555302 -0.88007629 -0.81795016  0.4266524  -0.88097166 -0.23889976
   0.25762353]
 [-0.73359689 -0.92095804 -0.22079534  0.8209984  -0.45554871  0.92411586
  -0.97645987 -0.56580813 -0.48604554  0.82637005  0.9009934   0.97060531
   0.15073524]
 [ 0.28204666  0.19071457  0.28807961  0.37387436 -0.58254108 -0.36128493
  -0.26173166 -0.78217547 -0.4293486   0.18807582 -0.49728693 -0.16890988
   0.52265464]
 [ 0.9367015  -0.00317703  0.45358428 -0.28174372 -0.39662796 -0.56807161
  -0.05005225 -0.32611075 -0.53477452  0.54738856 -0.1714156   0.71489363
  -0.47599964]
 [ 0.91350176 -0.10821538 -0.56490856 -0.23769808  0.3184421  -0.89145207
  -0.77470427 -0.21393866  0.66757671  0.99624125  0.43862018 -0.31910639
  -0.47468946]
 [ 0.30407911  0.30793655  0.14556225  0.61498843  0.85104979 -0.57759873
   0.96202333  0.79023134 -0.98243626 -0.01507619 -0.53635311  0.8438979
   0.94568517]
 [ 0.42038389 -0.91331996 -0.14657967  0.41108292  0.18974564 -0.94667232
   0.84892185 -0.72843409  0.43438137  0.77267602 -0.95222806 -0.8565989
  -0.35527068]
 [-0.34845717 -0.5088054   0.82674192  0.25281994 -0.98683579  0.54497911
  -0.1101433   0.81585096  0.26506291 -0.04124175  0.93914901  0.52934204
  -0.88796158]
 [-0.06909978 -0.42775642  0.7937445   0.13651307  0.18942673  0.78118171
   0.98822659  0.69693799  0.27849349 -0.67857466  0.19961698  0.97462443
  -0.53032268]
 [-0.34608985  0.68472988 -0.74856909  0.35026437 -0.71356372 -0.69790566
  -0.18710817 -0.43537185  0.08733824  0.79818682  0.43438232  0.07723508
   0.25564819]]"
3,1,"[0.41435113 0.96648695 0.53502514 0.45077405 0.52261975 0.63255722
 0.03358121 0.27110732 0.07270383 0.45942662 0.4032488  0.71150893
 0.33383721]","[[-0.63912776  0.86343058  0.89997956  0.5967789  -0.2925957   0.74557254
  -0.74793038 -0.55455913  0.896383    0.7815262   0.88149544  0.76531483
   0.18404205]
 [-0.67268091 -0.32272149 -0.34588717 -0.50335035  0.94024587 -0.62126445
   0.13215628  0.08530686  0.51756095  0.66853246 -0.68011225  0.72558304
   0.21662637]
 [-0.66960055  0.22112458 -0.69961302 -0.7262682  -0.33312115 -0.28136333
  -0.38516034  0.86541357  0.02167988  0.45426999 -0.83657095 -0.85966674
  -0.52437699]
 [-0.15786188  0.30754231  0.65357036  0.57811689  0.8162087  -0.0689865
   0.09775835 -0.5227632   0.39879771 -0.77514074  0.59955853 -0.91836248
   0.23029131]
 [ 0.38266352  0.44991271 -0.63089096 -0.40710116 -0.03304159 -0.48088037
  -0.43849382 -0.78846442 -0.9548405  -0.11297574 -0.13066104  0.19963372
  -0.40916501]
 [ 0.97735497 -0.82688074 -0.2952888   0.21861851  0.50162259  0.32403054
  -0.22897419 -0.16240679 -0.40192796  0.08919558 -0.36383525  0.94265848
   0.22528611]
 [-0.54371072 -0.89154475 -0.61698969  0.77983978 -0.0238341  -0.7882698
   0.14735062 -0.42814113 -0.10167932  0.07208999  0.10939317  0.38135649
   0.51384572]
 [ 0.89782561  0.28138105  0.56831624 -0.58870986 -0.2304641  -0.45363126
   0.85557604 -0.91762626 -0.44343411 -0.62841301 -0.15174795 -0.07308023
   0.50220503]
 [ 0.02883316 -0.72682581  0.44521277  0.70223962 -0.45953353 -0.53224108
   0.30146425 -0.96322457  0.53869216  0.28060629  0.50090319  0.36715067
  -0.37672121]
 [ 0.11710562 -0.65023088  0.58961031  0.34889931 -0.122633    0.63516406
   0.51091375  0.74105862 -0.90939022  0.22638244  0.69663927  0.71775164
   0.79412614]
 [ 0.99598704 -0.49704234  0.69215673  0.04724431  0.03630066  0.55646462
   0.75153034  0.19295966 -0.80449614 -0.38101765  0.45961924 -0.44193904
   0.37137063]
 [ 0.0972416   0.14236324 -0.51020149  0.53592383  0.54576186  0.51263947
  -0.17024319  0.72182162 -0.00392336  0.88338438  0.36161475  0.55392984
  -0.90850688]
 [-0.17266409  0.95297337 -0.92566707 -0.26320551  0.88077819  0.68470264
  -0.18971762 -0.72352449  0.92638947 -0.16754789 -0.10945818 -0.69206587
   0.16913095]]"
4,1,"[0.0591754  0.9017836  0.45193378 0.57792126 0.9857606  0.22020569
 0.57675036 0.2541706  0.77222239 0.61289708 0.28001402 0.76154102
 0.21570196]","[[ 0.98378549 -0.57494213  0.02076044 -0.46761604  0.07493455  0.30840755
  -0.55010522 -0.06531856 -0.5420374   0.0729675   0.94913507 -0.43989569
   0.50625785]
 [ 0.91342356  0.29151379  0.76033963  0.54334611  0.15584953 -0.38652031
   0.55775936 -0.81228811 -0.55065678  0.50410087 -0.95662703 -0.53246122
   0.40736287]
 [ 0.28124861  0.16070195 -0.95774635 -0.9839365   0.52736745 -0.2252338
   0.275524    0.96127026 -0.91010285 -0.79860169 -0.78389221 -0.1638957
   0.06517047]
 [-0.88992307  0.61563986  0.23399584  0.90450614  0.86525375  0.84357472
  -0.48487489  0.9461016   0.20711553 -0.67616734  0.35736666 -0.62554892
  -0.48381349]
 [ 0.55214487  0.42317292  0.94598671  0.28421555 -0.17040075 -0.39593265
   0.60758432 -0.58890446 -0.19781585 -0.56039318 -0.64869023  0.9616577
  -0.64054052]
 [ 0.72638143  0.90154227 -0.65305819  0.15986868  0.52392726 -0.76939046
  -0.86768664  0.22401453  0.31432734 -0.84504464  0.60382136  0.72522803
   0.58742141]
 [-0.02569387  0.16678623  0.90898633  0.44181709 -0.68477557 -0.14195735
  -0.90596466 -0.73921584 -0.60191602 -0.40894754  0.0707342   0.50242751
   0.3476615 ]
 [ 0.41086871  0.93029281 -0.93795245 -0.34363279  0.06644753  0.10909443
  -0.77873082 -0.18749308  0.91119806  0.6006775   0.87247432  0.12700696
   0.45322758]
 [ 0.62580319 -0.81089733 -0.99119377 -0.74789047 -0.31384934 -0.37684671
  -0.47908477  0.70135295 -0.00867155 -0.46112205 -0.7781227  -0.97207726
   0.77611862]
 [ 0.50424138 -0.22874691 -0.15549962 -0.07619397 -0.64216372 -0.43816765
  -0.66959421 -0.53476093 -0.75474324  0.82545142 -0.12529808 -0.71932893
   0.15758554]
 [-0.16590676  0.20063143 -0.59331772 -0.92510728  0.78144417  0.25901123
  -0.62252983  0.53878671  0.96769955  0.47837943 -0.5752235   0.08456898
  -0.01404589]
 [ 0.85402068  0.86229763  0.73512468 -0.12704145  0.29923893 -0.66346668
   0.59127043 -0.59619889  0.4569018  -0.55605817 -0.47673736  0.89895618
   0.90733187]
 [-0.58292228 -0.1191234   0.08645621  0.63064954 -0.27655443 -0.72076078
   0.59036059  0.70572467 -0.61630377  0.48211314  0.50818187 -0.17537517
  -0.53204997]]"
5,1,"[0.35051626 0.94810365 0.13998214 0.12917789 0.94219611 0.9569846
 0.87506928 0.22604571 0.9588564  0.72103098 0.65026119 0.4013678
 0.40887338]","[[ 0.7644343   0.55766151  0.84498743 -0.73228818 -0.50411195 -0.21802434
  -0.01649693  0.30261506 -0.74648557 -0.74059053 -0.79322327 -0.83347185
  -0.40219293]
 [-0.09774737 -0.97818544 -0.79980614 -0.89758097 -0.55011772  0.80343204
  -0.01950199  0.68940195  0.87537454 -0.5009193  -0.92289699  0.6282065
  -0.10919914]
 [-0.77014371 -0.57896482 -0.92106996  0.61980704 -0.02898571  0.17028464
  -0.69157594  0.31502341 -0.52917711 -0.43214051  0.53410846  0.5369953
  -0.96125171]
 [-0.77700977 -0.17511926 -0.22556257  0.54424945  0.40287737  0.96931646
   0.64476652  0.66852303 -0.08391595 -0.61777486  0.41465353 -0.38092409
  -0.64212516]
 [-0.7254396  -0.55598565  0.87829588  0.48485495  0.59813681 -0.32125927
  -0.74071343  0.45102175 -0.93296991  0.10441503  0.21896234 -0.16703258
  -0.67547841]
 [ 0.57375892 -0.51837085  0.35322953 -0.11165763  0.88124994 -0.81084211
  -0.63568586  0.81083228  0.61806832 -0.05041842  0.2401618  -0.99565965
   0.94956304]
 [-0.81530162 -0.93301984  0.66028462  0.82900178 -0.0753459  -0.89447944
   0.52658715  0.71481686  0.15559562  0.85988893 -0.44648991  0.30923306
  -0.42717966]
 [ 0.39921154  0.30282457 -0.49534952  0.60643949 -0.64168826 -0.04567682
  -0.31959714  0.13667476  0.97927486 -0.33518751 -0.46072113  0.22987428
  -0.48668185]
 [ 0.76597191 -0.684701   -0.77916902 -0.77176617  0.31244007 -0.08936807
  -0.58735922  0.58544911 -0.92342696  0.87584079 -0.48999554 -0.39375907
  -0.49347   ]
 [ 0.17047963  0.64863413 -0.61536117  0.49950362 -0.0326249  -0.6434815
  -0.40646715 -0.10855202  0.45672072  0.71124927 -0.4169699  -0.52401864
   0.73487685]
 [ 0.15078016  0.79616522 -0.61591034 -0.91974449 -0.59197601  0.10361965
  -0.18285014  0.10689011 -0.75586044 -0.78195265 -0.7117663  -0.20894053
  -0.4129537 ]
 [ 0.75547889  0.6205079  -0.37484153 -0.09268107 -0.54920427 -0.42841855
  -0.95343759  0.31000366  0.38304471  0.29893448 -0.27974353 -0.73340916
  -0.15608507]
 [-0.57807945  0.83749339 -0.06749465  0.75949205  0.29718214  0.12301631
  -0.17232258 -0.4655122  -0.35804327 -0.55797468  0.8146923   0.01501254
   0.38689252]]"
6,1,"[0.52852081 0.00407077 0.8784891  0.9404293  0.85622874 0.77067623
 0.76668621 0.97559741 0.53113535 0.37978969 0.22883612 0.98370439
 0.97390439]","[[ 6.35909786e-01  7.06626491e-01  9.47134317e-01  1.30268442e-01
   9.31596807e-02 -6.56911985e-01 -6.80293852e-01 -9.88898741e-01
   9.67381538e-02 -9.00055293e-01 -5.84383716e-01 -8.82557375e-02
   6.52885716e-02]
 [ 7.39572396e-02  1.09426950e-01 -4.79833681e-01  5.40574456e-01
   9.15414573e-04  5.56433505e-01 -9.93508907e-01 -9.31346733e-01
  -7.30949044e-01 -6.63875382e-01  8.53244259e-01  8.97336082e-01
  -4.57909958e-01]
 [-4.59411204e-01  5.23467121e-01  3.85334919e-01 -7.51412526e-01
  -2.05383883e-01 -5.09949462e-01  6.97486841e-01  2.39014446e-01
  -1.97953308e-01  4.16142203e-01  4.75853022e-01  9.87463566e-01
   2.62486933e-01]
 [-2.02066709e-01 -3.53572477e-02 -5.44185959e-01 -6.35704083e-01
  -4.00218149e-01 -5.83881282e-01 -6.55987907e-01 -3.34293001e-01
  -8.50518326e-01  4.88994646e-02  5.99798934e-01  1.29180397e-01
   5.82277626e-01]
 [-8.27240602e-01  5.77833584e-01  4.03615144e-01 -2.83092681e-01
  -7.99155041e-01  9.19323427e-01  3.10240544e-02 -6.99959084e-01
   1.86185786e-01 -6.79430905e-01 -9.62729931e-01  7.32086935e-01
  -2.29034399e-01]
 [ 7.15923943e-01 -9.71716799e-02  8.16177446e-02  7.81400063e-01
  -6.26521837e-01 -9.41011892e-01 -3.69364381e-01  4.39121591e-01
   9.83585871e-01  8.94394873e-01  5.37354331e-02 -8.21012487e-01
   1.20826883e-01]
 [ 7.21719210e-01  9.80099354e-01 -7.20768862e-01  9.91690508e-01
  -8.76667250e-01 -7.44864049e-01  9.55735163e-01  4.70846927e-01
   3.03440204e-01 -6.34424612e-01 -2.93122870e-01 -1.83942167e-01
   6.72748505e-01]
 [-6.01789708e-01 -1.65481183e-01 -9.58396491e-01 -6.29299389e-01
  -5.97040707e-01  7.37379477e-01  7.67360680e-02 -9.97986339e-01
   9.15435963e-02  4.52809693e-01 -2.78283371e-01 -4.25220102e-01
   6.18044442e-01]
 [ 9.81435059e-01  4.99107765e-01  8.60713536e-01 -5.59195914e-01
  -7.64023066e-01 -2.20418314e-02  6.94374720e-02  5.85988043e-01
   6.82474757e-01 -5.52256106e-01  4.74283956e-01 -6.00674638e-01
   7.29264551e-02]
 [-1.63008690e-01 -9.90855853e-01 -1.82799368e-02  8.98084985e-01
  -4.21592720e-01  9.67981860e-01 -3.61407097e-01 -9.60076394e-01
  -9.96075341e-01  3.32913585e-01  9.38635948e-01  4.22784227e-01
   4.20539494e-01]
 [ 8.09552832e-01 -9.76712604e-01  8.69781789e-01 -9.69689330e-01
   9.20878686e-01 -4.19015523e-01  9.55235912e-01  8.75153115e-01
   4.96676073e-01  7.39411598e-01  3.24190849e-03 -2.59739186e-01
   3.21119660e-01]
 [ 2.49402412e-01  6.63104751e-02 -2.86698161e-01 -5.20901240e-01
   6.05755873e-02 -2.71773868e-01  7.22749097e-01  5.75702714e-01
  -7.21732460e-01  2.20338432e-01 -5.66956793e-01  1.68019874e-01
  -9.36756746e-01]
 [ 7.29960182e-01  3.76375860e-01  6.34184770e-01  3.98073172e-02
  -5.94302957e-01 -9.93554530e-01  6.44048456e-01  9.42854612e-01
   7.28789989e-01 -9.12208453e-02 -8.96059242e-01  9.15670685e-01
  -7.69269774e-01]]"
7,1,"[0.50653264 0.93402751 0.94018147 0.75951092 0.08539537 0.3324836
 0.478397   0.80548918 0.3421573  0.47729781 0.65704777 0.37578664
 0.6383833 ]","[[-0.79715928 -0.09313116  0.14418505  0.15658253  0.42355246  0.55766045
  -0.59282186 -0.91672293 -0.77824933 -0.49189092  0.13919801 -0.23470567
   0.1316415 ]
 [ 0.73858509  0.30280439  0.78985037 -0.25191597  0.49320385  0.36562081
  -0.96936821 -0.5917323  -0.69476825  0.11751851  0.3171999   0.34024832
  -0.52334052]
 [ 0.24862271 -0.01198576 -0.53545912 -0.48252833  0.39864296  0.73934735
  -0.91546125  0.18691973  0.51581663 -0.26181812 -0.70005609 -0.36258158
   0.95393458]
 [ 0.5754983   0.15849629 -0.04172535  0.3700186  -0.28718003  0.95845823
  -0.26593158  0.92823691  0.80749002 -0.61943645 -0.26224471  0.61847563
  -0.51870763]
 [ 0.71422331  0.90107253  0.65991432  0.90349579  0.06547318 -0.59026879
  -0.2975499  -0.56421985  0.82992899 -0.04735091  0.61028205 -0.65490558
  -0.46013157]
 [-0.85442445  0.55104956  0.86329352  0.66168801 -0.57603129 -0.22156482
   0.20220778 -0.31329141 -0.69460327 -0.83652938 -0.05761238 -0.5959784
  -0.60924898]
 [-0.75061234 -0.62718966  0.16814047  0.23443815  0.63887276 -0.62709545
   0.18971004  0.64513054 -0.00633319 -0.76280433 -0.05055553  0.87066129
   0.6921685 ]
 [ 0.87835992  0.75275279 -0.87073059  0.80436856 -0.89865983  0.15005142
   0.87029828  0.34604596  0.7854689   0.17838229 -0.06008596 -0.19949284
  -0.93195934]
 [-0.5652812  -0.61044449 -0.45634784 -0.16811544  0.74031596 -0.3120691
   0.92912566  0.48501436  0.49960852 -0.69402285  0.68505193 -0.88326676
   0.32654722]
 [-0.20757694  0.38443294  0.79234846 -0.2093177  -0.94242651 -0.01277097
  -0.04045582  0.78757625  0.89856346  0.25099003  0.87916506 -0.03353081
   0.50202102]
 [-0.24292182 -0.05308411 -0.32398392 -0.01932903  0.71561968 -0.25259587
   0.54790677  0.91663563  0.56330579 -0.43889023  0.87625851 -0.09160124
  -0.70603604]
 [ 0.25352322 -0.95742257  0.58387309 -0.30814475 -0.62827973  0.87704912
  -0.13227379  0.87830122 -0.08535428 -0.24820509 -0.28337347 -0.09883809
  -0.0933545 ]
 [ 0.11234693  0.76501938 -0.26792341 -0.97310205 -0.17903543 -0.53067577
  -0.84351105 -0.26435207  0.57151056  0.47860039  0.42867078 -0.91230024
  -0.18290152]]"
8,1,"[0.53940906 0.94113507 0.70707813 0.42107922 0.31171507 0.88715011
 0.40393126 0.56454669 0.7966395  0.37128648 0.96092572 0.45289944
 0.43603903]","[[-0.23615986 -0.40768267 -0.46278539  0.38999339  0.73650858 -0.23117005
   0.07818024 -0.23467219 -0.39941072  0.53516186 -0.48915108 -0.7161195
   0.06245058]
 [-0.06950249  0.10037237 -0.64122361  0.20635088 -0.37192939  0.74547868
   0.74310815 -0.71256213 -0.26534258 -0.42813494  0.14995042  0.37775373
  -0.22336029]
 [ 0.61455474  0.03262735 -0.47406025  0.07011693 -0.74483873 -0.26194789
  -0.93805539 -0.18702872  0.01334663 -0.9678655  -0.7518027   0.35123192
  -0.76747601]
 [ 0.20918189  0.97787616 -0.0037259  -0.11371888 -0.63032794 -0.98825018
   0.60783102  0.90063709 -0.47824702 -0.45107203  0.93814234  0.51421925
  -0.75714023]
 [-0.60735338 -0.13738394  0.2931834  -0.53404496 -0.39573857  0.16657506
  -0.57660467 -0.65215892  0.55474535  0.72961631  0.4210543   0.11187339
   0.32879073]
 [ 0.79286416 -0.24289965  0.21267336 -0.7525701   0.7783726   0.63109511
   0.32637935 -0.24340949 -0.08128822 -0.84746739 -0.37754494  0.07013787
   0.00549719]
 [-0.33359408  0.95128591  0.64013772 -0.76251011  0.73715612  0.36145314
  -0.4605914  -0.48378291  0.90757129  0.90475101  0.03647353 -0.10661131
  -0.78185613]
 [-0.87240814  0.78187267 -0.62777407 -0.84653478 -0.01281212  0.44958224
   0.72387372  0.06434044 -0.14013614  0.59933096  0.87447954 -0.49890215
   0.39317261]
 [ 0.76720586 -0.43370435  0.39559855 -0.32665971 -0.78308141 -0.56701166
  -0.21803072 -0.68745296  0.33339992 -0.87680905  0.36907838 -0.73305678
  -0.43322988]
 [ 0.29457221 -0.72650787 -0.49963706 -0.13030595 -0.64097512 -0.64369092
  -0.83641966  0.32163251  0.96895829 -0.55374935  0.79703257  0.49822466
   0.86092605]
 [ 0.47022749 -0.94069489 -0.95232087  0.66270367 -0.90079949  0.45058887
  -0.78965851 -0.21117959  0.7115735   0.62227322 -0.84509057 -0.19092814
   0.3837359 ]
 [-0.6960218  -0.17933179 -0.96359009  0.15250614  0.89338547  0.95923676
   0.08422603  0.74047765 -0.02757231  0.51758378  0.46207828 -0.39654423
   0.45393608]
 [-0.04505331 -0.76891175 -0.6143747   0.08803033 -0.83261311  0.09599384
   0.08261035 -0.77635152  0.28762413  0.56234454  0.98432194 -0.8937043
  -0.67358822]]"
9,1,"[0.41858419 0.12298649 0.16683162 0.63613754 0.11449934 0.23908347
 0.32047361 0.9785886  0.79289966 0.32253501 0.77164842 0.1705741
 0.79841378]","[[-0.45205342 -0.70960169  0.45133032  0.88727966 -0.77904389 -0.51151724
  -0.05467598  0.66069886 -0.42163532 -0.74422439 -0.22041308 -0.32595262
  -0.39483872]
 [-0.72513489 -0.33062121 -0.95950676  0.167959   -0.03256022  0.29137123
  -0.58781552  0.14154191 -0.14386098  0.1344588   0.87565716  0.4288003
   0.98194384]
 [ 0.30188607  0.17294964  0.84307552  0.95196437 -0.44679406 -0.96891281
  -0.40147577 -0.39963026 -0.62465338  0.69018733 -0.93003568 -0.68249843
  -0.70053933]
 [ 0.29115379  0.61804965  0.51202671 -0.33587241  0.02207139 -0.67759757
   0.87966844 -0.63155724  0.72086377  0.96730373  0.15367213 -0.86077025
  -0.49662212]
 [-0.06065572  0.23609075  0.88237426  0.33903565  0.2641904   0.92778551
  -0.81777056 -0.83382298 -0.04225422 -0.72909772 -0.30273652 -0.37011499
   0.67517579]
 [-0.37536944  0.70681354 -0.02333929 -0.85275853  0.26522642 -0.99374138
   0.11482535 -0.44913886 -0.87543124 -0.5821617   0.72169259 -0.20532977
   0.54811623]
 [ 0.5144877   0.74284247 -0.17659719  0.44837653  0.75957954 -0.68388156
  -0.76622028 -0.18056373 -0.67653365 -0.49590204 -0.46132029 -0.64069758
  -0.99514536]
 [-0.70784736 -0.85535484 -0.74286824 -0.01179457 -0.79862032  0.50606148
  -0.09854693  0.65348431 -0.23735049  0.08761082 -0.74462681  0.88268616
   0.0429069 ]
 [-0.71141356 -0.64216162 -0.71139969  0.65703476 -0.97589086  0.89371601
   0.60103042  0.46396864  0.81586218 -0.67290808 -0.75870915  0.67555154
  -0.03231016]
 [ 0.74589642  0.31932658  0.60088567 -0.43219961  0.86745563  0.47217644
  -0.56334922  0.96195658  0.03666976 -0.54678077 -0.69716155 -0.90201929
  -0.94592376]
 [ 0.49426412  0.03406424  0.54039286 -0.5952222  -0.92422252 -0.13052319
  -0.95380326 -0.33831219 -0.29208145  0.18841568 -0.41894642  0.78066124
   0.30041402]
 [ 0.13953163 -0.74860878 -0.97896854  0.94316549 -0.96957318 -0.82235227
  -0.72934259  0.7947875  -0.48842131 -0.43747233 -0.50452574 -0.9316421
  -0.10674085]
 [-0.43491365  0.00316334  0.42311488 -0.81729102 -0.10960752  0.44913169
  -0.26885165  0.4622871  -0.05149192 -0.96367363  0.22603074  0.95001242
  -0.78533794]]"
