name,description,n,trials,resize
cycles_38,,38,1000,True
,class,start_nodes,weights
0,11,"[0.49852872 0.39488853 0.53931253 0.66005658 0.76711718 0.12955942
 0.61081459 0.03624546 0.43859537 0.5029785  0.41074536 0.95138644
 0.44874013 0.13101266 0.39292793 0.42627022 0.39484304 0.89188145
 0.96278218 0.24276037 0.42759413 0.85566122 0.09091779 0.57219108
 0.22531552 0.17740435 0.41258051 0.38298208 0.34236335 0.8530215
 0.24461929 0.82817655 0.41012392 0.3164052  0.26795956 0.78494729
 0.70463359 0.19313553]","[[ 0.          0.51068927 -0.67362629 ... -0.36039933 -0.912623
  -0.56664554]
 [ 0.0761947  -0.         -0.88377222 ...  0.29079885  0.2024159
  -0.97030415]
 [-0.67660454 -0.25563937  0.         ...  0.99945074  0.0632611
  -0.61284155]
 ...
 [ 0.65890111 -0.63209111 -0.8458157  ...  0.         -0.92454914
   0.12443617]
 [-0.97243225  0.45370221  0.90431068 ...  0.47180402  0.
  -0.91567464]
 [ 0.61844615  0.77224988 -0.67032861 ...  0.93701791 -0.96128482
  -0.        ]]"
1,4,"[0.92198064 0.12705439 0.23888066 0.35315868 0.51804481 0.86133722
 0.56817124 0.56072063 0.22501982 0.49009656 0.27220183 0.36371217
 0.16409827 0.68368826 0.9716357  0.74317081 0.77425524 0.82495488
 0.28317989 0.87150091 0.81709286 0.85196431 0.11056442 0.54055903
 0.61209282 0.06426698 0.66774071 0.28515639 0.87501524 0.34209146
 0.24880117 0.03344699 0.86658435 0.38560024 0.19393346 0.87264269
 0.2287516  0.87335882]","[[ 0.         -0.17521152 -0.67086579 ...  0.1809191  -0.88540626
   0.72640493]
 [ 0.23061748  0.         -0.8257618  ... -0.7844853  -0.25868147
   0.59100046]
 [ 0.22821564  0.64241849  0.         ...  0.64324635 -0.3159921
  -0.61278478]
 ...
 [-0.82992156 -0.08295229  0.81869595 ... -0.         -0.63186711
   0.34157925]
 [ 0.60947633 -0.04412555  0.11736663 ...  0.71102207  0.
   0.05364446]
 [-0.46932612 -0.20352124 -0.90187685 ...  0.08422504  0.35353404
   0.        ]]"
2,1,"[0.50932412 0.29247045 0.83710615 0.00509542 0.46206673 0.20403436
 0.01038778 0.08561515 0.09556762 0.00511663 0.11049956 0.0189752
 0.92635141 0.33491517 0.69797424 0.61600003 0.34982895 0.71105058
 0.57446317 0.82332101 0.9121671  0.07998436 0.7656982  0.76175246
 0.87230491 0.33007588 0.79757657 0.5097949  0.79430409 0.22094916
 0.83398043 0.39847483 0.35469091 0.41865916 0.82302158 0.52899767
 0.12433054 0.73742566]","[[-0.         -0.40960439  0.98373432 ... -0.406717    0.32794484
   0.0832255 ]
 [-0.68113609 -0.          0.59541606 ... -0.62815185 -0.50590053
   0.49333767]
 [-0.45379673  0.70852263 -0.         ...  0.35169593  0.01318323
   0.85275187]
 ...
 [ 0.18965573  0.82697989 -0.12471378 ...  0.          0.29212991
  -0.55024731]
 [-0.02152629  0.22491175  0.45321966 ... -0.25395925 -0.
   0.30104345]
 [ 0.3302268  -0.35885112 -0.82314242 ...  0.22886724 -0.51688932
  -0.        ]]"
3,1,"[0.98289049 0.94443116 0.0248606  0.1486528  0.49462651 0.45916045
 0.22112404 0.15513052 0.87261661 0.51630121 0.58365165 0.90082186
 0.75175274 0.98462329 0.01754825 0.73796014 0.50472126 0.32300798
 0.45637263 0.19074389 0.62620133 0.5399929  0.281834   0.12935989
 0.83270924 0.86419391 0.49011566 0.33291417 0.69474912 0.11097558
 0.31035084 0.86475402 0.92366777 0.19866398 0.2022369  0.06503897
 0.7672586  0.42970497]","[[-0.         -0.30480126 -0.27182156 ...  0.79250599  0.70142083
   0.13164641]
 [ 0.07468844 -0.          0.38143749 ...  0.6961457  -0.04414555
  -0.78260244]
 [ 0.9408646   0.51704576 -0.         ...  0.68225363 -0.89080799
   0.25459607]
 ...
 [-0.11766774  0.63193654  0.19326162 ... -0.          0.80643244
  -0.11065998]
 [-0.53552001 -0.48156297 -0.66615232 ...  0.18674559 -0.
   0.17072847]
 [-0.11837296  0.14892777 -0.78167624 ...  0.77392692 -0.14377949
   0.        ]]"
4,1,"[0.09560315 0.06824785 0.7577149  0.51387975 0.53218229 0.76358069
 0.07908336 0.71847636 0.20392428 0.70588825 0.13463251 0.06745288
 0.00865669 0.22131068 0.27916741 0.51861999 0.98023154 0.7697546
 0.1819972  0.0187266  0.35708551 0.24954942 0.38661835 0.43336117
 0.25420209 0.85818753 0.79906903 0.44659883 0.44906775 0.37687963
 0.98847842 0.35702325 0.30193332 0.16027205 0.41352767 0.74000032
 0.51722005 0.81381255]","[[ 0.          0.50568381  0.41980287 ...  0.1944879  -0.79154092
  -0.50768905]
 [ 0.28000605 -0.          0.8368052  ... -0.31479515  0.20487908
   0.7067772 ]
 [ 0.6705413   0.50743104 -0.         ... -0.80691139 -0.50773659
   0.7616474 ]
 ...
 [ 0.29169805  0.77070614 -0.64684659 ... -0.         -0.59884759
   0.06436678]
 [-0.6300016  -0.20038302  0.94572332 ...  0.79419538  0.
   0.80173426]
 [-0.03103179 -0.7212844  -0.7710216  ...  0.9253607  -0.49973244
   0.        ]]"
5,1,"[0.489063   0.95648312 0.6512156  0.32796369 0.07065798 0.79858313
 0.2984926  0.74372607 0.9533753  0.08465285 0.95870032 0.07708357
 0.76411489 0.66947462 0.76849397 0.55085919 0.51086664 0.3787923
 0.17666669 0.37300376 0.86644937 0.9789231  0.60863704 0.89546521
 0.89207657 0.95795277 0.1110714  0.78886442 0.57393357 0.35001276
 0.29069785 0.80609346 0.54918008 0.15547158 0.02620551 0.58595847
 0.77183765 0.6460132 ]","[[ 0.         -0.30495029 -0.81558175 ...  0.26418691 -0.16888729
   0.6547974 ]
 [-0.15453806  0.         -0.73275721 ...  0.64566219 -0.85042862
  -0.82737023]
 [ 0.84518443  0.65973985 -0.         ...  0.05105046  0.7129968
   0.98639641]
 ...
 [ 0.98966995 -0.80499383  0.03141428 ... -0.         -0.43464892
   0.89594076]
 [-0.78122516 -0.96001791  0.0099574  ... -0.29631439  0.
   0.72945409]
 [-0.65201739  0.10746726 -0.98496108 ...  0.40163288 -0.64790617
  -0.        ]]"
6,4,"[0.82303414 0.39359924 0.58614001 0.88606522 0.12525829 0.4356536
 0.38739434 0.23942773 0.58616751 0.60996276 0.72540106 0.66616957
 0.39508078 0.72158058 0.62132506 0.57803953 0.15646771 0.04954322
 0.69828688 0.4872053  0.27294958 0.77583826 0.03910174 0.24380153
 0.64500197 0.32458173 0.62342216 0.42405687 0.17782734 0.68838328
 0.14743642 0.33112425 0.9323698  0.11454491 0.65597423 0.24891343
 0.53224687 0.91984166]","[[-0.         -0.74770297  0.56317457 ...  0.98269262 -0.30077615
  -0.34764062]
 [-0.59480494 -0.          0.04188254 ... -0.37825518 -0.09633416
  -0.28741008]
 [-0.69353429 -0.93117842 -0.         ...  0.17316614  0.13653662
   0.81912034]
 ...
 [ 0.58565941 -0.28634072  0.45078489 ...  0.         -0.80498268
   0.36668397]
 [-0.16805173 -0.94111844  0.11804799 ...  0.77333604  0.
   0.78736823]
 [-0.12896992 -0.94670194 -0.16270995 ...  0.54610153 -0.68634898
  -0.        ]]"
7,1,"[0.75742472 0.82496143 0.07471901 0.67429079 0.85126069 0.46498011
 0.10274073 0.18864708 0.93397733 0.61809918 0.13811744 0.08298953
 0.51810266 0.80457661 0.20895039 0.64792685 0.58893098 0.47848653
 0.63444746 0.73271391 0.17627427 0.76232727 0.52299719 0.99448304
 0.17725819 0.28281209 0.81782009 0.15969294 0.35080897 0.82958949
 0.68041601 0.2839141  0.70045626 0.42580868 0.86011593 0.93259078
 0.75209278 0.63008678]","[[-0.          0.09970365  0.53040198 ... -0.42277726  0.13844883
   0.28566535]
 [ 0.7223067  -0.          0.93080951 ... -0.05581614  0.01253449
   0.76726416]
 [ 0.02655592 -0.80518042  0.         ...  0.20159065  0.6047764
  -0.33271114]
 ...
 [-0.9500195   0.4099128  -0.75780939 ... -0.         -0.02683527
   0.58508832]
 [-0.33417848  0.5298856  -0.54373867 ... -0.48104887 -0.
  -0.69809486]
 [ 0.90634459  0.99477301 -0.52394998 ...  0.57584548  0.2357929
  -0.        ]]"
8,1,"[0.75676375 0.87359349 0.43462546 0.11201377 0.15761395 0.19476144
 0.66433356 0.2328574  0.20430766 0.61278375 0.64041843 0.33421255
 0.50950067 0.82631299 0.01559748 0.68496689 0.74694713 0.82001342
 0.66186017 0.5144733  0.85522571 0.80195348 0.33287221 0.5319961
 0.68678081 0.0857738  0.42215631 0.20724971 0.25978672 0.55272078
 0.53156641 0.63434622 0.5600272  0.57111551 0.21334292 0.07653669
 0.53770877 0.47104734]","[[-0.          0.1879308  -0.40834334 ... -0.02279875 -0.27148296
  -0.63996786]
 [ 0.35785059 -0.          0.9946848  ...  0.99674242  0.89482596
   0.9633435 ]
 [-0.98984936 -0.62324341 -0.         ...  0.40528168 -0.48845285
  -0.57580272]
 ...
 [-0.73336624 -0.84457602 -0.72191357 ... -0.          0.10695307
   0.96532493]
 [-0.85148896 -0.8657577   0.36782704 ...  0.81118016 -0.
   0.4956354 ]
 [ 0.30036787  0.01312845 -0.07566002 ...  0.0555436  -0.40685165
   0.        ]]"
9,1,"[0.49353685 0.37298408 0.56258097 0.95023613 0.67774387 0.27889251
 0.03324151 0.92131606 0.81103623 0.89732758 0.66245574 0.43074267
 0.86138829 0.33837694 0.54367288 0.38647385 0.30101924 0.55227921
 0.82380675 0.5311339  0.7876448  0.38795386 0.71580207 0.21031901
 0.52066967 0.19446858 0.1390088  0.85993697 0.16862892 0.56817654
 0.98148632 0.44697201 0.92993172 0.08866574 0.95264638 0.57776405
 0.23706631 0.59079388]","[[ 0.         -0.85509686 -0.40028563 ...  0.02826063 -0.07763908
  -0.52553994]
 [-0.93234879  0.         -0.9656739  ...  0.63329209  0.4784724
  -0.74682197]
 [ 0.1360729  -0.44383033 -0.         ...  0.81717817 -0.26858303
  -0.17611907]
 ...
 [ 0.06691858 -0.90299079 -0.58036421 ...  0.          0.52774217
   0.38294203]
 [-0.50367997 -0.35852412  0.95323513 ...  0.92778524 -0.
  -0.24545405]
 [-0.90075516  0.63543261  0.06634589 ...  0.74852639 -0.67084176
   0.        ]]"
