name,description,n,trials,resize
no_resize_selfLoops_35,,35,1000,False
,class,start_nodes,weights
0,1,"[0.91463555 0.15658219 0.21150145 0.77597437 0.29527818 0.10902527
 0.02755791 0.12783945 0.11736655 0.25638959 0.15428912 0.64160818
 0.88448043 0.1385463  0.37917544 0.41435872 0.64381096 0.61642931
 0.21570836 0.39817552 0.39152232 0.47305353 0.00240886 0.58443659
 0.87016411 0.02362737 0.25635058 0.73957192 0.4848406  0.28163313
 0.74855922 0.63204804 0.63655055 0.90321569 0.91551347]","[[-0.82315486  0.73283474  0.09133593 ...  0.85746701  0.12744355
   0.99299262]
 [ 0.6725194   0.03880349  0.7523242  ... -0.04280521 -0.19689367
  -0.13327258]
 [-0.27844348 -0.17628947  0.48156373 ... -0.32716729  0.31218281
   0.62988883]
 ...
 [-0.04245245 -0.50631115 -0.72224866 ... -0.3176154   0.20367015
   0.93254629]
 [-0.60884054  0.49878511  0.21921639 ...  0.36463497 -0.76149313
   0.87182389]
 [-0.13139952 -0.2197417  -0.10926239 ...  0.88959893  0.28299842
  -0.9676965 ]]"
1,1,"[0.53980385 0.38373292 0.34675808 0.38738494 0.8546521  0.8658126
 0.22448639 0.49845708 0.65203181 0.45625896 0.43360763 0.12447361
 0.28844456 0.27931719 0.59938862 0.74584324 0.97688811 0.39459803
 0.23855272 0.07018589 0.76018605 0.18046078 0.47245619 0.30465905
 0.37735126 0.0708736  0.65502344 0.21646105 0.66006069 0.40619656
 0.57782017 0.4555081  0.92209233 0.56969837 0.89426517]","[[ 0.31720062 -0.93316718  0.50468672 ...  0.91178871 -0.72573058
  -0.69317242]
 [-0.77647583 -0.69425437  0.85700189 ...  0.23434445  0.4788561
  -0.14851348]
 [ 0.3803787  -0.55973123  0.60083398 ... -0.4733925  -0.78713661
   0.29656903]
 ...
 [ 0.84068764  0.98974548  0.35102982 ... -0.03078848  0.67403313
  -0.19255816]
 [ 0.94966488  0.56098616 -0.32336684 ... -0.86571638  0.47351118
  -0.87754257]
 [ 0.92971358  0.09506922 -0.75436571 ...  0.30228931  0.98383986
  -0.72824029]]"
2,1,"[0.99864313 0.18054283 0.93471033 0.36557691 0.94888283 0.42537493
 0.66218457 0.22340792 0.12727527 0.27767175 0.90319437 0.25966592
 0.7768167  0.31144974 0.35788069 0.13762742 0.33653444 0.69366679
 0.73990533 0.86458941 0.5794262  0.8886404  0.73362381 0.43617832
 0.50441999 0.57502774 0.44819671 0.17404407 0.9893576  0.72672071
 0.35773045 0.57204874 0.68621754 0.65233799 0.60412866]","[[-0.77264252  0.43771693  0.4443334  ... -0.48994585 -0.81561893
   0.70998212]
 [-0.9481097  -0.68645912 -0.13024965 ...  0.68903466 -0.15493764
   0.34223844]
 [ 0.65008281  0.42750596  0.5941892  ... -0.94034502 -0.13339833
   0.19318642]
 ...
 [-0.28845752 -0.63547769 -0.07203019 ... -0.45060716 -0.6576556
   0.05158201]
 [-0.16430004 -0.2142137  -0.11829454 ... -0.61205758  0.41011111
  -0.92094724]
 [-0.06043888 -0.91569422  0.61501114 ...  0.40269671 -0.39628263
  -0.1437343 ]]"
3,1,"[0.48539879 0.25916791 0.67645846 0.26056994 0.25241824 0.45585222
 0.62730859 0.11701016 0.01362861 0.14693887 0.78158642 0.63981154
 0.29296083 0.95305386 0.74997292 0.158514   0.76030559 0.76814925
 0.47081757 0.05411511 0.94300224 0.59042567 0.38376533 0.34758703
 0.92578401 0.94343753 0.3268085  0.49947439 0.27532191 0.55411625
 0.71912963 0.06459333 0.57726695 0.78545875 0.44624767]","[[-0.77034627  0.21971999  0.92726217 ...  0.55930134  0.71112716
  -0.09579533]
 [ 0.30595545  0.75611208 -0.49606891 ...  0.06997764  0.23904087
   0.18651387]
 [ 0.53169528 -0.62799101 -0.97945641 ...  0.44051705 -0.47264768
  -0.26360972]
 ...
 [-0.95373171 -0.02967107  0.9538136  ... -0.50280253 -0.25028594
   0.62061503]
 [-0.94154014  0.23989177 -0.32097247 ... -0.50703473 -0.72049492
  -0.3134042 ]
 [ 0.06397147 -0.84768726 -0.67052576 ... -0.82460065 -0.46375658
   0.76304912]]"
4,1,"[0.11197647 0.52933803 0.17814636 0.26891619 0.02409789 0.46073782
 0.05585643 0.78506791 0.78557062 0.27166115 0.22165375 0.22806815
 0.38060059 0.1656107  0.86527421 0.03205304 0.19203132 0.89899116
 0.88284453 0.18615898 0.46790476 0.03484262 0.04548339 0.3971227
 0.00690024 0.2770843  0.98034308 0.64861154 0.48285097 0.28843821
 0.51264943 0.81818262 0.01360563 0.37033119 0.93908191]","[[ 0.75348414 -0.45760089  0.27739636 ... -0.69546396 -0.73675686
  -0.05782321]
 [ 0.03122789 -0.11092793  0.88592668 ... -0.62307569  0.25852164
  -0.13742967]
 [-0.40699327 -0.43133544  0.18114419 ... -0.87645504 -0.65594148
  -0.01310273]
 ...
 [-0.1409837  -0.05160046 -0.53704837 ...  0.1266058   0.88179109
  -0.82811961]
 [ 0.55037881  0.38363788 -0.16567967 ...  0.56214473 -0.57154324
   0.91079219]
 [ 0.39524528  0.7106541  -0.98044085 ... -0.73461345  0.20021695
   0.22002814]]"
5,1,"[0.04888621 0.5835687  0.71497204 0.35231651 0.97626544 0.65532442
 0.22497672 0.06900829 0.69216898 0.1221947  0.97466002 0.8349527
 0.50130778 0.12428582 0.77676727 0.99556523 0.52686118 0.23608364
 0.6205954  0.84257349 0.48662057 0.51838975 0.96197439 0.87197678
 0.6130861  0.4167269  0.31417169 0.97756826 0.31537687 0.78746872
 0.79919442 0.7287919  0.82513407 0.12215949 0.86555737]","[[-0.25097131  0.32016975  0.95714167 ... -0.07294029 -0.54784095
   0.98704799]
 [ 0.18603073 -0.84646814 -0.17923875 ...  0.86728795  0.81580221
  -0.27640523]
 [-0.37039245  0.70899741 -0.01150508 ... -0.18205192  0.45800434
  -0.41276223]
 ...
 [ 0.31388906 -0.7438484   0.48348449 ...  0.93241307 -0.72063411
  -0.74960588]
 [-0.88730217  0.30919913 -0.78928918 ... -0.33478527  0.34457717
  -0.88527261]
 [-0.30665249 -0.36960466 -0.04021256 ... -0.32775746  0.85582089
  -0.07451792]]"
6,1,"[0.92126781 0.47549998 0.41776022 0.46721104 0.64323425 0.29968495
 0.60935524 0.77890328 0.09684865 0.03515914 0.61637153 0.43567971
 0.98818427 0.11259922 0.47289566 0.85924856 0.42209605 0.70754063
 0.83064959 0.47389908 0.19705576 0.65831967 0.73184839 0.06324107
 0.21869453 0.01734445 0.03968121 0.55618739 0.56546298 0.8212252
 0.6615679  0.65512031 0.93758936 0.89647677 0.98615413]","[[-0.11054935 -0.03443258 -0.31694619 ... -0.62446827  0.43050895
   0.22236154]
 [ 0.39160821 -0.73619252  0.2500072  ...  0.29701159 -0.43365052
   0.88970389]
 [-0.15915484  0.82422955  0.82481948 ...  0.67022147 -0.34618549
  -0.11585206]
 ...
 [ 0.05590712  0.04042958 -0.82172728 ... -0.84628389  0.33621914
   0.15650918]
 [ 0.66459241  0.50890042  0.32209178 ... -0.53478335 -0.79902338
   0.04631419]
 [-0.27613599 -0.55508613 -0.17175381 ... -0.57687916 -0.17348692
  -0.28114819]]"
7,1,"[0.18758852 0.12643366 0.77029776 0.25692059 0.80807231 0.05572253
 0.56660281 0.02948879 0.92355034 0.67859158 0.92922335 0.17660821
 0.17898058 0.92751082 0.61390199 0.54619913 0.70637453 0.44774079
 0.90250279 0.04663484 0.26368579 0.63668383 0.19120513 0.53816375
 0.55058076 0.87391671 0.06323402 0.18453208 0.19660991 0.52276928
 0.81315831 0.00576703 0.03886885 0.50268944 0.65185325]","[[-0.25891086  0.89061394  0.67765235 ...  0.39345402  0.46225193
   0.19851662]
 [-0.48707215  0.06491054 -0.2800909  ...  0.32655285  0.41150326
   0.9626522 ]
 [-0.67853552  0.99119308 -0.11282823 ... -0.29303235  0.07954599
  -0.48707532]
 ...
 [ 0.44134993 -0.80542321 -0.28947635 ...  0.01266192  0.47853922
  -0.59519071]
 [-0.25985106  0.86529484  0.73922398 ...  0.7332022  -0.44424409
   0.43851537]
 [-0.26311811 -0.34424327 -0.37554371 ...  0.52837163 -0.0110383
   0.08368807]]"
8,1,"[0.74132573 0.67518796 0.780709   0.21349996 0.14847936 0.31893879
 0.29583254 0.87092778 0.53785224 0.65818153 0.71201536 0.46894436
 0.78797573 0.02243269 0.48523104 0.5257905  0.19199495 0.23225573
 0.03642916 0.40467546 0.26248347 0.63075897 0.40228266 0.34691308
 0.90306002 0.30967907 0.6792594  0.22196101 0.41528242 0.25724093
 0.37603396 0.59565546 0.9996623  0.42135762 0.46210446]","[[ 0.48038168  0.88227628  0.4174837  ... -0.92055227 -0.71390005
   0.40765167]
 [ 0.81367373  0.22942338  0.17798074 ...  0.33029857  0.68281315
   0.86295441]
 [-0.21104714  0.66746293 -0.60904378 ...  0.7687435  -0.509142
  -0.75536446]
 ...
 [-0.82893339  0.95811515  0.91125956 ...  0.01897927 -0.8926393
   0.77952861]
 [ 0.68543253  0.21731293 -0.98056507 ... -0.7019109   0.08504039
   0.510702  ]
 [-0.66021981 -0.69700506  0.38344793 ... -0.45899433  0.09886403
  -0.15631535]]"
9,1,"[0.45911976 0.64722581 0.58061747 0.83292786 0.43444333 0.30076924
 0.51803176 0.72196945 0.1438726  0.14170492 0.98800691 0.33298843
 0.37461199 0.69206831 0.93099001 0.19624742 0.29794778 0.28353761
 0.47407766 0.53432901 0.15492656 0.6360277  0.92176004 0.24577178
 0.24578711 0.33540138 0.41350763 0.26775584 0.2761628  0.11386714
 0.46715639 0.39080209 0.01327795 0.60017957 0.19456456]","[[-6.84459254e-01 -2.01907034e-02  7.99170170e-01 ...  3.96036518e-01
   8.55184740e-01 -3.58647888e-01]
 [-5.70039834e-01  4.03034695e-01 -2.36801774e-01 ...  6.32855601e-01
   1.97737121e-01 -9.66781165e-01]
 [ 2.56778279e-01 -8.14011520e-01  6.31488485e-04 ... -1.58961909e-01
   9.76151744e-01  7.24067137e-01]
 ...
 [ 5.00336908e-01 -7.35780062e-02 -5.18317608e-01 ... -9.10832925e-01
  -9.26444462e-01  1.16023975e-01]
 [-1.19762558e-01 -2.34653686e-01 -7.16311335e-01 ...  8.90502119e-01
   2.17542554e-01  1.37525640e-01]
 [ 8.30980578e-01  4.61740965e-01  2.22808109e-01 ...  7.92426592e-01
  -9.07944413e-01  7.27580949e-02]]"
