name,description,n,trials,resize
cycles_35,,35,1000,True
,class,start_nodes,weights
0,1,"[0.49817053 0.2905777  0.36495998 0.55883971 0.6799067  0.14742155
 0.64924618 0.18851712 0.1170462  0.14584788 0.51125154 0.63183951
 0.16576203 0.13805466 0.06080349 0.96923042 0.3651158  0.42822601
 0.23342572 0.09034222 0.93603682 0.18005789 0.03016791 0.58786379
 0.24981555 0.63011001 0.47779045 0.19040057 0.41551189 0.25980209
 0.19033623 0.36803767 0.27133027 0.99465335 0.61584328]","[[ 0.         -0.90744731  0.80707068 ... -0.48728968  0.93362461
   0.90492546]
 [-0.57635958 -0.         -0.38145815 ...  0.84838909 -0.8750664
  -0.22129793]
 [-0.40232078  0.66387148  0.         ...  0.51053834 -0.20550019
  -0.98921418]
 ...
 [-0.2378164   0.72034474  0.15145642 ...  0.         -0.91779921
   0.49237597]
 [-0.07773592  0.84861638  0.04465871 ... -0.2418116   0.
  -0.91400823]
 [ 0.00808022  0.15086619  0.44431216 ... -0.23954103  0.2308905
  -0.        ]]"
1,1,"[0.19639754 0.16319438 0.52806699 0.15067706 0.61819519 0.23219653
 0.01125638 0.94596948 0.89806913 0.56889122 0.9752619  0.41963222
 0.10838265 0.94905043 0.5301438  0.55889461 0.37937865 0.68468635
 0.85573299 0.40586464 0.11245538 0.46210832 0.2296177  0.95222025
 0.83959576 0.28768311 0.26793511 0.79238335 0.61763007 0.1527586
 0.784524   0.47602837 0.66293482 0.8668931  0.12294277]","[[ 0.         -0.8657019   0.7999556  ... -0.46314043  0.74718749
   0.43841359]
 [ 0.28189549  0.          0.29066461 ... -0.49801701  0.42700032
   0.29120901]
 [-0.63391    -0.82866121  0.         ...  0.75613941 -0.87395866
  -0.70856387]
 ...
 [-0.40102464 -0.66805528  0.15155234 ... -0.          0.30197953
  -0.64829608]
 [-0.53555581 -0.25287067 -0.98865885 ...  0.34335302 -0.
   0.19921671]
 [ 0.37119198  0.09997559 -0.50181537 ...  0.97768461 -0.19744178
  -0.        ]]"
2,1,"[0.85684645 0.51201837 0.09489922 0.6311109  0.25199034 0.50202542
 0.06512066 0.37517755 0.98714136 0.39642287 0.27044161 0.90535175
 0.91762138 0.34484624 0.18827641 0.80381688 0.23192762 0.82901152
 0.26808375 0.59185112 0.79562898 0.09461203 0.05877715 0.57919067
 0.39921098 0.17440314 0.40701091 0.83169949 0.58650284 0.15773227
 0.67543845 0.61437288 0.94897944 0.19893053 0.38885633]","[[-0.          0.44729261  0.93440806 ... -0.31690952  0.02777052
   0.6990171 ]
 [ 0.20896865 -0.         -0.78188892 ... -0.48676068  0.28490739
  -0.61495322]
 [-0.89270002 -0.07233273  0.         ... -0.77941254 -0.77425481
   0.14324652]
 ...
 [-0.41167402 -0.58289745 -0.66252907 ...  0.         -0.81189466
   0.86269368]
 [ 0.83400691  0.77948461  0.56947215 ... -0.37393298 -0.
  -0.4997317 ]
 [-0.8486134  -0.27149167 -0.03950685 ...  0.79874288 -0.3247543
  -0.        ]]"
3,2,"[0.55983273 0.36308219 0.87584908 0.26409482 0.8837381  0.29497846
 0.42605106 0.33797759 0.42771461 0.79018375 0.32236289 0.7300728
 0.97589848 0.3185695  0.23259314 0.77725156 0.67122328 0.68079198
 0.36338313 0.81140422 0.95628281 0.6937968  0.13916093 0.51229697
 0.99421855 0.72611757 0.93835696 0.63526277 0.84016434 0.60770901
 0.96889801 0.66028939 0.30602876 0.01438437 0.93237534]","[[-0.         -0.06579723  0.64709638 ... -0.4702327   0.89696819
   0.18418764]
 [ 0.72721041 -0.          0.48826746 ...  0.48936662 -0.24189461
   0.74735562]
 [-0.82693995 -0.37981929 -0.         ...  0.04416486 -0.19851383
   0.95594061]
 ...
 [ 0.65243783  0.12396599  0.64811523 ...  0.         -0.38796149
   0.40103273]
 [-0.91037192 -0.39518882 -0.34680797 ... -0.0807098  -0.
   0.81163498]
 [-0.72809148  0.47453845 -0.23261542 ...  0.81944296  0.33386651
  -0.        ]]"
4,4,"[0.49951262 0.74034789 0.39617036 0.28125356 0.57896489 0.88084464
 0.56908349 0.06910849 0.15376272 0.83442708 0.63168214 0.77247045
 0.36045296 0.00926176 0.4149399  0.71765197 0.03748204 0.84153582
 0.0955493  0.51440477 0.63373068 0.7855024  0.47720876 0.24506162
 0.03402812 0.43754609 0.55710106 0.0902243  0.18998935 0.67980098
 0.84169101 0.99466198 0.3095038  0.67094514 0.44147401]","[[-0.         -0.41718095  0.80637129 ... -0.09113203  0.16564026
  -0.24848536]
 [-0.66942241  0.         -0.67581812 ...  0.94548258 -0.21597346
   0.61546534]
 [-0.83542569 -0.36770526  0.         ... -0.38653485  0.16413746
   0.95977528]
 ...
 [-0.62636069 -0.39889614 -0.08924379 ...  0.         -0.80736418
   0.36993165]
 [ 0.49412889 -0.5154694  -0.05829175 ... -0.14541571  0.
  -0.25788793]
 [ 0.50467405 -0.49196086 -0.39078514 ... -0.0100087   0.30374209
   0.        ]]"
5,1,"[0.2040816  0.2855129  0.49905673 0.42055491 0.03246958 0.49316733
 0.91861166 0.91917068 0.60556995 0.13404107 0.93449392 0.54124921
 0.18551396 0.9043685  0.55975293 0.57289543 0.12652276 0.01473521
 0.40537614 0.56210096 0.38612893 0.56530626 0.83964789 0.56710653
 0.29924586 0.52802034 0.47904423 0.16153944 0.95321027 0.38592772
 0.92679083 0.69484796 0.1987256  0.13527804 0.37662503]","[[ 0.          0.07133615  0.88839262 ...  0.60595239 -0.7493245
   0.50639575]
 [ 0.25786369  0.          0.58496053 ... -0.64074393  0.21598248
   0.62372298]
 [ 0.66030645 -0.16274125  0.         ...  0.86401216 -0.0130765
  -0.53446426]
 ...
 [ 0.89874449  0.3003655   0.71213936 ... -0.         -0.82360363
   0.55986757]
 [-0.36197204  0.2547727  -0.90104063 ... -0.60691086  0.
   0.42817998]
 [-0.81956048  0.06750738 -0.57129988 ... -0.72171329  0.46883044
  -0.        ]]"
6,2,"[0.75511896 0.63969451 0.7294588  0.30419492 0.64448002 0.52892939
 0.39993205 0.84234702 0.40539523 0.0229474  0.59945948 0.80921631
 0.7388981  0.14794971 0.89337976 0.10438883 0.86634917 0.28056595
 0.97317347 0.7537726  0.66153719 0.87055121 0.90909935 0.37706135
 0.84326719 0.03370694 0.79931261 0.0295959  0.3589813  0.51314079
 0.86986961 0.31457557 0.41770645 0.34490656 0.43128222]","[[ 0.          0.23658441  0.54205951 ...  0.24604302  0.08019174
   0.02263681]
 [-0.5216988  -0.          0.56716859 ...  0.20092512  0.15965153
   0.47538305]
 [-0.48087268 -0.75973977 -0.         ... -0.01511087  0.71394585
   0.95597999]
 ...
 [ 0.52441843  0.72955297  0.11112158 ... -0.          0.90124641
   0.8178089 ]
 [-0.35645159 -0.4988026  -0.76477507 ... -0.06408753  0.
  -0.71242348]
 [ 0.96123418  0.94573119 -0.8507646  ... -0.74024286  0.19204878
   0.        ]]"
7,2,"[0.90222291 0.86197114 0.35251831 0.85873681 0.11091487 0.51409746
 0.57829654 0.69464788 0.93261354 0.17909982 0.11407885 0.20109734
 0.4326124  0.01088614 0.16233078 0.45580203 0.07760582 0.14147481
 0.39880782 0.51975971 0.61944643 0.74405897 0.82525873 0.54896712
 0.33515683 0.47896518 0.53827385 0.25276393 0.24790265 0.07015012
 0.55112274 0.75025731 0.263149   0.70088061 0.40722297]","[[ 0.          0.62311183  0.63023991 ... -0.87675076 -0.71331858
   0.36679218]
 [ 0.86718415 -0.          0.97914977 ...  0.67721412 -0.18428986
  -0.00633323]
 [-0.32032975 -0.79871456 -0.         ... -0.89230174  0.64115221
   0.27908241]
 ...
 [-0.75290333  0.26537223 -0.46740067 ...  0.         -0.57487157
   0.30951759]
 [ 0.57368899  0.93178373  0.44174575 ... -0.70697679  0.
   0.37610584]
 [ 0.50435024 -0.01193824  0.41821158 ...  0.51337979  0.26476985
   0.        ]]"
8,1,"[0.4602561  0.29681584 0.27200768 0.94443908 0.98858431 0.05510989
 0.28565543 0.11280537 0.75469874 0.30971823 0.51059915 0.7826411
 0.89430052 0.05716934 0.29586301 0.9268932  0.66416877 0.47041411
 0.14172105 0.36635814 0.0345661  0.51628533 0.10446759 0.56234895
 0.05921391 0.01115439 0.8712318  0.23070991 0.89737889 0.16162
 0.8374848  0.45844501 0.45685594 0.21126771 0.41098482]","[[-0.          0.9657727   0.31971666 ...  0.97909504  0.64028829
  -0.21924795]
 [-0.48774599 -0.         -0.0503724  ... -0.93442349 -0.82200992
   0.12930812]
 [ 0.39357313 -0.76145769  0.         ...  0.15115443 -0.00631559
   0.67898789]
 ...
 [ 0.56348014  0.44081336 -0.7857211  ...  0.         -0.97761376
  -0.30069581]
 [ 0.71646474  0.83736694  0.94667251 ...  0.76693902  0.
  -0.14767811]
 [-0.84039583 -0.64773888 -0.12550368 ...  0.03772845 -0.3586711
  -0.        ]]"
9,1,"[0.33200133 0.89998102 0.55666405 0.91618475 0.28621827 0.71290557
 0.90115025 0.55558078 0.65827609 0.37227246 0.6415158  0.33178251
 0.19701865 0.86065473 0.85108823 0.35774196 0.03680882 0.86103271
 0.22038416 0.03441982 0.34218967 0.04358766 0.97396409 0.41296607
 0.88423149 0.15519767 0.3977434  0.88552419 0.91965411 0.5149922
 0.02718951 0.32364146 0.99514376 0.4500436  0.30413723]","[[ 0.          0.11607761  0.22794388 ... -0.7298019  -0.1306942
   0.05939305]
 [-0.74846565  0.         -0.27666275 ... -0.69583805  0.73976133
  -0.56210944]
 [ 0.78832615  0.5305839  -0.         ...  0.80323696  0.02683519
   0.58201261]
 ...
 [-0.35220154  0.97709712  0.86876086 ... -0.          0.74862584
  -0.93063993]
 [ 0.53996162 -0.87340868  0.40608115 ...  0.29323242  0.
  -0.64832187]
 [-0.24044621 -0.83361053 -0.58656094 ... -0.84327546 -0.62291285
   0.        ]]"
