name,description,n,trials,resize
selfLoops_45,,45,1000,True
,class,start_nodes,weights
0,20,"[0.86865447 0.3905461  0.51583567 0.85869922 0.91597009 0.31602505
 0.17830542 0.79889886 0.69805708 0.86944135 0.70014637 0.2005311
 0.89449208 0.0655334  0.20313831 0.66095798 0.4130785  0.30811353
 0.89776498 0.19085062 0.10515357 0.21560422 0.67585058 0.10904926
 0.39747978 0.92954635 0.7174291  0.21935062 0.66503118 0.70804795
 0.33031316 0.38198681 0.6880506  0.38762023 0.19656289 0.05909406
 0.43981304 0.69446619 0.18958758 0.04582865 0.6877727  0.08690711
 0.90233913 0.25036656 0.82061656]","[[-0.37288952  0.88100443  0.66787075 ...  0.07729147 -0.96193718
  -0.61022913]
 [-0.09418317 -0.55560179 -0.20200791 ...  0.49975514  0.24714354
  -0.73073672]
 [-0.51972154 -0.47977427 -0.84633244 ...  0.33935536 -0.32704133
   0.54696107]
 ...
 [ 0.2962415  -0.74662694 -0.45585356 ...  0.15542742 -0.17523613
  -0.97901374]
 [ 0.69195697 -0.21587292  0.76673683 ...  0.95338958  0.15615641
   0.27150377]
 [ 0.91618469  0.78273607  0.52816022 ... -0.27814131 -0.85940074
   0.13539864]]"
1,1,"[0.05368009 0.13250505 0.94502685 0.5190353  0.33157476 0.48393344
 0.96109974 0.97778944 0.7259623  0.71745157 0.81388232 0.67841402
 0.7138432  0.79941879 0.47623641 0.81450667 0.13527871 0.09251923
 0.28300286 0.24973674 0.71932549 0.43775328 0.31643505 0.42167113
 0.86568771 0.56317012 0.32678512 0.8765113  0.6973229  0.50154797
 0.47289369 0.27641435 0.92012869 0.70760561 0.0647615  0.53676262
 0.49895412 0.31906185 0.68048005 0.24820883 0.7349552  0.28785323
 0.78635259 0.99694861 0.09732887]","[[-0.46467434  0.03987453 -0.57685146 ...  0.8395481  -0.89227579
   0.09294565]
 [-0.50640908  0.95284745 -0.27539937 ... -0.08464292  0.42393899
  -0.202698  ]
 [-0.06894149 -0.04254318 -0.17132368 ... -0.53970911 -0.44682887
   0.25049671]
 ...
 [-0.90037052  0.20000495  0.37082645 ... -0.39890507 -0.95785183
  -0.62536835]
 [ 0.88555838  0.46187054  0.92011345 ... -0.23543647 -0.14419437
  -0.86070033]
 [ 0.49089869  0.19419171 -0.24529532 ...  0.83538173  0.1635891
   0.87860748]]"
2,1,"[0.46555357 0.07086436 0.00276666 0.79258175 0.29204649 0.77241026
 0.97295859 0.97789305 0.83728689 0.93707425 0.8210013  0.77126818
 0.94771398 0.43038179 0.63612539 0.13385693 0.82276699 0.75505657
 0.63715769 0.05876194 0.18415897 0.05290675 0.57532554 0.24084965
 0.15186906 0.28538303 0.92553473 0.23259263 0.72271188 0.25946304
 0.28607024 0.46555933 0.37715862 0.74135363 0.51242611 0.42820095
 0.73211453 0.1363785  0.77935306 0.82651228 0.14033376 0.11415439
 0.33091302 0.32667483 0.61491171]","[[-0.40846825 -0.49297447  0.12957517 ... -0.60224532 -0.35213167
  -0.59966815]
 [-0.48555645 -0.6746358  -0.8725756  ...  0.74037596  0.7771216
   0.3330058 ]
 [ 0.21480073 -0.01176294 -0.6333203  ... -0.23213936 -0.20269467
   0.55300729]
 ...
 [ 0.47266183 -0.45960634 -0.77456115 ... -0.35502494  0.93689435
   0.61249676]
 [-0.37289901 -0.78912974 -0.81874627 ... -0.7511646   0.58210372
  -0.20818276]
 [-0.39157784 -0.71599239  0.68847693 ...  0.23101699  0.03510428
   0.2681623 ]]"
3,1,"[0.79915203 0.98186574 0.9917365  0.21029455 0.04847152 0.38799632
 0.25909386 0.12658418 0.0912178  0.48330129 0.17160041 0.2833237
 0.18047423 0.36898665 0.94128983 0.73747611 0.487135   0.42534976
 0.3426827  0.44299696 0.03485269 0.38369463 0.54660917 0.83896293
 0.40072025 0.85932103 0.4668207  0.45391933 0.94372683 0.94713029
 0.51645379 0.91250744 0.76949712 0.40470746 0.99884529 0.59595659
 0.85472312 0.69604477 0.63983232 0.96706413 0.85402241 0.73685479
 0.50304516 0.59432604 0.9985763 ]","[[-0.74225375 -0.54008799  0.61623897 ...  0.19602491  0.75046797
   0.69891899]
 [ 0.91893314  0.80452024  0.4402248  ...  0.3676684  -0.86361124
  -0.97457266]
 [-0.1021008   0.33939729 -0.171349   ...  0.10501911 -0.40948452
  -0.12751816]
 ...
 [-0.54082396  0.01071992  0.88590865 ... -0.0125126   0.54835327
   0.52868817]
 [ 0.77145683 -0.82933542  0.60714184 ...  0.41592985 -0.35955942
   0.28286844]
 [ 0.66669365  0.21835692 -0.48809558 ... -0.11148428  0.33089918
   0.09891765]]"
4,1,"[0.2513511  0.23445033 0.31689022 0.36002147 0.88418161 0.79935706
 0.77495093 0.45196536 0.09137877 0.44138833 0.92433836 0.35759586
 0.71607417 0.85605028 0.30866459 0.49623836 0.32945077 0.66338413
 0.15460617 0.79605895 0.36479038 0.73655666 0.11733937 0.00540101
 0.00231609 0.44824381 0.69933108 0.24445233 0.07913224 0.77003285
 0.99420549 0.13054344 0.59700437 0.35879406 0.78901017 0.94791239
 0.36801849 0.57539021 0.90531744 0.50234589 0.6054496  0.22151544
 0.41992191 0.32119352 0.24598594]","[[-0.38681283  0.42117889  0.17374272 ... -0.34852447 -0.93149494
  -0.83486587]
 [-0.49196713 -0.94833436 -0.60605797 ...  0.79382305  0.0669091
   0.32038073]
 [-0.82990967  0.8083162  -0.95821164 ...  0.4825328  -0.11351785
   0.11013141]
 ...
 [ 0.21518423  0.18940458 -0.31695634 ... -0.74317504  0.50541938
  -0.04389868]
 [-0.49177586  0.70891691  0.69820745 ... -0.16151923 -0.78095912
   0.09200459]
 [-0.83843261  0.47424733  0.98586383 ...  0.8509751  -0.88777402
  -0.79880412]]"
5,1,"[0.75904157 0.49001665 0.68621109 0.08925358 0.99656759 0.37252968
 0.45913864 0.17587032 0.17899167 0.9757913  0.6132599  0.05059944
 0.06543937 0.5553611  0.31202333 0.44894435 0.61665113 0.0287514
 0.85619272 0.15920456 0.03121722 0.37652023 0.27619148 0.65636873
 0.21609679 0.55670683 0.56971923 0.53800278 0.63669373 0.67667401
 0.79793242 0.61526225 0.79101479 0.64882826 0.71260788 0.77705013
 0.36914584 0.34825783 0.48300516 0.15816777 0.82123228 0.35118027
 0.57783427 0.71161874 0.6478685 ]","[[ 0.11614097  0.4758494  -0.26029106 ...  0.36569401 -0.69955401
  -0.67680951]
 [-0.82258017 -0.20835536 -0.60318694 ... -0.36034065 -0.61219802
   0.94390312]
 [-0.50803736 -0.91597198  0.33660568 ... -0.6633492  -0.7025987
   0.30240803]
 ...
 [-0.25548805 -0.29581278  0.56365673 ... -0.28754576 -0.532743
  -0.55366366]
 [-0.23935786 -0.7673425  -0.25478186 ...  0.2053726   0.71407575
  -0.7319069 ]
 [ 0.71833595 -0.39613429  0.64688294 ... -0.19887983  0.81519347
  -0.98077805]]"
6,1,"[0.26693119 0.8742227  0.24511188 0.07539164 0.3669998  0.14895728
 0.2923973  0.57166887 0.06773668 0.95483492 0.59835101 0.88831313
 0.06720646 0.35668313 0.04565877 0.27419008 0.31383779 0.61138963
 0.01346928 0.76765326 0.13808867 0.54386109 0.93619365 0.06306391
 0.15351343 0.04316456 0.75890986 0.64849253 0.36094778 0.39492967
 0.18135982 0.07622451 0.01062147 0.81408052 0.94974429 0.47833768
 0.9025257  0.91792981 0.70532442 0.19986702 0.4369759  0.81468656
 0.0295042  0.24824912 0.47581688]","[[ 2.43300210e-01  7.34872768e-01 -6.80736576e-01 ...  6.58925735e-01
  -9.85962353e-01 -7.47994387e-01]
 [-6.55379496e-01 -3.31256448e-01 -7.38034556e-01 ...  7.25019859e-02
   5.58133016e-01 -7.41061119e-01]
 [-3.49968039e-01 -7.74935809e-01  9.95290421e-01 ... -7.07540697e-01
  -4.94862779e-01 -3.84013885e-01]
 ...
 [-1.24972730e-01  8.37532447e-01  9.22282103e-01 ... -6.56621819e-02
   4.28409443e-01  1.08244856e-01]
 [-2.04539179e-01 -4.19277084e-01 -2.99875963e-01 ... -4.34478625e-04
  -9.53444612e-01  9.13216023e-01]
 [ 3.80430745e-01 -9.72040564e-01  6.25226761e-01 ...  6.00787237e-01
  -5.33715736e-01 -5.53797645e-01]]"
7,1,"[0.66532325 0.57971177 0.94298221 0.17383056 0.76206618 0.98563413
 0.5126185  0.04058173 0.30688053 0.69180317 0.08868132 0.28126199
 0.6289842  0.12882009 0.61388821 0.91713541 0.00672591 0.18630126
 0.3926417  0.29296212 0.8637251  0.26813804 0.89689746 0.85485851
 0.79060613 0.5239849  0.93883761 0.43136482 0.90164794 0.98044682
 0.25684784 0.13957698 0.30592258 0.21442559 0.22996934 0.75447149
 0.01280254 0.06981491 0.49389318 0.69072055 0.64618625 0.37698623
 0.90785388 0.95375218 0.08010055]","[[ 0.91731998  0.18693507  0.1135439  ...  0.21974371 -0.81312728
  -0.57635352]
 [ 0.33209097  0.11177698  0.80241021 ...  0.01262183  0.24725987
  -0.45723496]
 [ 0.15747673 -0.75102365  0.41481286 ...  0.09359323  0.38796181
   0.60184731]
 ...
 [ 0.16830867 -0.68678652 -0.778971   ... -0.95457908  0.89126917
  -0.37003009]
 [ 0.71364643  0.25723354 -0.11755791 ...  0.02844862 -0.75441186
   0.65981126]
 [-0.13942376 -0.13542593  0.40245251 ...  0.2566009   0.93730112
   0.37166317]]"
8,1,"[0.60182268 0.9728512  0.36329843 0.01862328 0.81748472 0.07213369
 0.95434435 0.98717035 0.24251968 0.89203898 0.99116466 0.97861067
 0.96695921 0.28829906 0.43770175 0.55980928 0.30994667 0.08444101
 0.19480936 0.78929216 0.76552267 0.88943996 0.25324223 0.16559355
 0.79357622 0.58424478 0.34504893 0.32165642 0.67137591 0.86239131
 0.69981301 0.07636337 0.90713739 0.97906806 0.6814826  0.63493456
 0.08454967 0.56874447 0.86315005 0.63895481 0.73366225 0.39885439
 0.98926628 0.29816343 0.19854184]","[[ 0.05623252  0.96263213  0.7126371  ... -0.58734947  0.41901429
   0.9396446 ]
 [-0.3328301   0.4627591  -0.97953324 ...  0.52426605  0.08096397
  -0.90630462]
 [ 0.33155273 -0.93900573  0.34635844 ...  0.02866196 -0.84431042
  -0.48238476]
 ...
 [-0.74630819  0.56763528  0.83493489 ... -0.85878156  0.56939982
   0.74340511]
 [ 0.08247179 -0.74334667  0.58385988 ...  0.05005403 -0.44496897
   0.48882771]
 [ 0.04841385 -0.35031842 -0.23214228 ...  0.0664895   0.46846923
   0.25149616]]"
9,3,"[0.39369715 0.39920367 0.81892201 0.08828381 0.09623393 0.32997929
 0.45055283 0.58135367 0.96468531 0.71759618 0.67722115 0.05661844
 0.36026878 0.72623575 0.52199692 0.9194131  0.96883374 0.95410105
 0.63826767 0.86379717 0.22621253 0.57779017 0.86317744 0.15334191
 0.61066853 0.14158231 0.5109573  0.90306228 0.35941419 0.80974512
 0.01041885 0.80366428 0.25608851 0.15394113 0.04428805 0.65689628
 0.37332584 0.77592427 0.06111185 0.34291658 0.59141482 0.56184541
 0.97180445 0.3091271  0.25506929]","[[ 0.05770287 -0.12278643  0.20882858 ...  0.88454993  0.93105258
  -0.08104506]
 [ 0.45096905  0.59327467 -0.12090161 ... -0.28957293  0.86342192
   0.88715242]
 [-0.02274723  0.67362289 -0.59861276 ...  0.34266818 -0.3571037
  -0.33209477]
 ...
 [ 0.31800502 -0.11494481 -0.18534506 ... -0.56578047 -0.61688571
   0.58868601]
 [ 0.01761972  0.11104514 -0.90821162 ...  0.148761   -0.64802963
  -0.96858285]
 [ 0.3860271  -0.73174036  0.28214191 ... -0.49790139  0.23203092
  -0.99173626]]"
