name,description,n,trials,resize
selfLoops_37,,37,1000,True
,class,start_nodes,weights
0,1,"[0.9546479  0.33790589 0.21146001 0.3292831  0.20076076 0.97538141
 0.03010849 0.71508342 0.02896855 0.95082447 0.51400996 0.86930344
 0.21686477 0.30150233 0.27743619 0.97771931 0.69506222 0.135218
 0.17292243 0.1568765  0.06741891 0.94453209 0.47842998 0.08751604
 0.58280149 0.58242749 0.73871597 0.5563566  0.47230522 0.26256227
 0.88914767 0.52227044 0.37478612 0.65644161 0.02103041 0.98315047
 0.28808426]","[[ 0.90295001  0.9503929  -0.78440824 ...  0.19050026  0.64918348
  -0.92502349]
 [-0.89606032  0.29891528  0.15502322 ... -0.03348602  0.57864097
   0.23590462]
 [ 0.56787596  0.89131699 -0.58929867 ...  0.70259109 -0.74047632
  -0.02178978]
 ...
 [ 0.5887345  -0.04396203  0.39560848 ...  0.08467537  0.60876752
  -0.77532488]
 [-0.41615954 -0.64017482 -0.32876869 ... -0.75531539 -0.87553856
  -0.10592092]
 [ 0.58747624  0.32548289 -0.75403995 ...  0.97652581  0.02934618
  -0.42872948]]"
1,7,"[0.42941133 0.24414029 0.46999638 0.24134671 0.78698229 0.57572988
 0.04595454 0.7562209  0.1350149  0.52026799 0.45011753 0.18639659
 0.71926195 0.82746495 0.77861903 0.86574256 0.52448644 0.71980621
 0.43567392 0.48813582 0.3486807  0.82381367 0.84231817 0.63981236
 0.42069285 0.28594578 0.78657198 0.59288147 0.5830758  0.54522867
 0.75688241 0.04814961 0.24617889 0.55334882 0.57310865 0.46547364
 0.41082823]","[[-0.13689497  0.7579526   0.7606104  ...  0.09109151 -0.12176636
   0.60941746]
 [ 0.35621634  0.02455854 -0.25828487 ... -0.78291618 -0.56148009
  -0.73984316]
 [-0.52745053 -0.74059679 -0.76953992 ... -0.8267897   0.51706368
   0.27242921]
 ...
 [-0.9401318  -0.38985357  0.00240647 ...  0.57018445  0.34162253
   0.06427392]
 [ 0.56291914  0.88992662  0.63358234 ...  0.16176112  0.69593179
  -0.22198339]
 [ 0.96827056  0.04779206  0.42990826 ... -0.79825397  0.90642199
  -0.73081629]]"
2,7,"[0.86450896 0.16899658 0.9583798  0.560784   0.41914691 0.99170335
 0.32330647 0.68890331 0.76385873 0.10391956 0.02438493 0.17165835
 0.22860058 0.95338272 0.30032755 0.46854261 0.81274772 0.38571509
 0.02976981 0.14978419 0.1776884  0.83935188 0.21577865 0.36664871
 0.99118071 0.281942   0.78482356 0.91201418 0.62469488 0.31226773
 0.31548398 0.83623673 0.45861276 0.75947108 0.28239459 0.96803072
 0.39795321]","[[-0.6188984   0.42839875  0.17654444 ...  0.4882823   0.11502996
   0.96333026]
 [ 0.90043695 -0.43759731 -0.29501141 ... -0.61491827  0.44991396
   0.18987712]
 [-0.31895042  0.93300532 -0.1282412  ... -0.63368559  0.81907036
   0.58437942]
 ...
 [-0.18223076  0.44691555 -0.28637912 ... -0.57468202 -0.24435607
  -0.30189194]
 [ 0.20045757  0.26330331  0.99560535 ...  0.76202029  0.24513764
  -0.84885191]
 [-0.97556667  0.05489466 -0.94325249 ...  0.70872035 -0.0888361
   0.27989234]]"
3,1,"[0.99762256 0.81519645 0.68608538 0.11098736 0.87500891 0.02672858
 0.890929   0.83902508 0.3950587  0.74584595 0.31471795 0.59202027
 0.96929768 0.19358824 0.1088154  0.24520624 0.01513809 0.3483192
 0.46704362 0.64554066 0.12769008 0.1978056  0.70077586 0.04377116
 0.42167879 0.3487612  0.72505606 0.74042164 0.39066227 0.10564663
 0.13310215 0.5007222  0.56634016 0.02868727 0.50470365 0.68856485
 0.89831942]","[[ 0.92972393  0.24136335 -0.01297957 ...  0.69291523 -0.11472219
   0.24809871]
 [ 0.72476121  0.7530952   0.98992971 ...  0.17043064  0.09377758
  -0.28178981]
 [-0.1695295  -0.16350502  0.661072   ... -0.49160773  0.47180295
   0.80070206]
 ...
 [ 0.47908264 -0.59303923 -0.05755354 ...  0.14567527  0.70292284
  -0.83371166]
 [-0.53370341  0.69615405 -0.53937543 ...  0.34886104  0.18679279
  -0.52274326]
 [-0.96481405 -0.73532011 -0.13755507 ... -0.46862698 -0.4598931
   0.29835895]]"
4,1,"[0.77488597 0.91916925 0.52894658 0.53432212 0.60961694 0.02021617
 0.87848211 0.26649486 0.81705973 0.53460243 0.34672111 0.24379089
 0.78723909 0.5926016  0.00197989 0.73721894 0.17731863 0.99403402
 0.72904843 0.69454045 0.13331035 0.33693967 0.7141741  0.14962397
 0.56070034 0.53641645 0.46674479 0.79229768 0.05530645 0.78572997
 0.94365324 0.04589155 0.33640653 0.19902358 0.35761919 0.39995263
 0.18435343]","[[ 0.79854065  0.02631062 -0.72212694 ... -0.00189213 -0.75213561
   0.33018513]
 [-0.16898408  0.65160501  0.03889217 ...  0.95003844 -0.85107325
   0.09869343]
 [ 0.65937457  0.73359636  0.0539584  ...  0.84566556 -0.10325517
  -0.03974751]
 ...
 [ 0.81115482  0.17209863  0.14819809 ... -0.47912142 -0.30037525
   0.29909327]
 [ 0.0663239   0.60527106  0.63774111 ... -0.00969363 -0.36408547
  -0.07981608]
 [-0.57090484 -0.28319674  0.6006975  ... -0.30442097  0.46820789
   0.36700355]]"
5,1,"[0.51107425 0.08805128 0.42165567 0.24177954 0.45637846 0.56453028
 0.08202686 0.33964888 0.31755308 0.68344839 0.79491613 0.24264096
 0.42328477 0.65078941 0.31646061 0.39559386 0.9447204  0.10636016
 0.32807763 0.74773559 0.72565573 0.87085274 0.46556073 0.12916705
 0.84777527 0.70483479 0.22239903 0.14673572 0.53134468 0.48099149
 0.15819837 0.09790496 0.95832851 0.67490589 0.25952445 0.48410001
 0.96737983]","[[ 0.23769887  0.42504603 -0.35683263 ... -0.96262354  0.38390339
  -0.68855646]
 [ 0.67816318 -0.89264194 -0.30432306 ... -0.69969989  0.34023831
  -0.64247027]
 [ 0.64201224  0.4001774  -0.94792943 ... -0.24245241  0.37284274
   0.56328367]
 ...
 [-0.29001229  0.25760339  0.96907183 ... -0.56563223 -0.09633493
  -0.44622677]
 [ 0.282432   -0.59191221 -0.74539553 ...  0.41706741 -0.23583382
  -0.85445535]
 [-0.1540002  -0.45792776  0.51551695 ... -0.51173671 -0.86218372
   0.89473875]]"
6,1,"[0.58880144 0.13084373 0.94107603 0.51087965 0.95423863 0.42155415
 0.86378863 0.20369098 0.08884308 0.8992894  0.54792525 0.64149283
 0.04088678 0.7000672  0.03717282 0.4561944  0.18819161 0.9020478
 0.12702905 0.09888873 0.09845635 0.89771308 0.5095015  0.43887317
 0.21635796 0.41987578 0.45902342 0.62361484 0.69291248 0.30251374
 0.95769231 0.85903475 0.06439987 0.77819236 0.21529111 0.06984162
 0.46124631]","[[ 0.34997881  0.36737737  0.18670053 ... -0.38297204 -0.17135894
   0.55453231]
 [-0.16087789 -0.24496935  0.57461312 ...  0.4140598  -0.52828658
   0.98130528]
 [ 0.45004895  0.66472064  0.21899256 ... -0.99508096 -0.27395239
  -0.32584544]
 ...
 [ 0.24111321  0.45495912  0.22937225 ... -0.20916187 -0.98696412
   0.32400812]
 [ 0.43399684 -0.97139129 -0.80685155 ...  0.4847016   0.63666009
  -0.96984274]
 [ 0.46527967  0.81894198 -0.43082666 ...  0.88334892 -0.88343849
   0.71048001]]"
7,1,"[0.05743136 0.7061522  0.00357298 0.02064759 0.57610039 0.32406372
 0.86230465 0.90809579 0.61343905 0.61514498 0.3317888  0.87837359
 0.6780467  0.7197909  0.94349285 0.06408582 0.75279933 0.59391948
 0.96927513 0.54823354 0.9068776  0.45393721 0.35835152 0.18179756
 0.39502024 0.92879849 0.26502444 0.09380771 0.63701206 0.72025853
 0.53527534 0.98943312 0.0746945  0.85031851 0.60632109 0.19370086
 0.16987669]","[[ 0.46854265 -0.55429681 -0.52563803 ... -0.81302629 -0.05814386
   0.49014531]
 [ 0.00787549 -0.46803079  0.90367447 ... -0.68588256 -0.06170815
   0.25515005]
 [-0.13658723 -0.51253509  0.66317228 ...  0.32723461  0.12134444
   0.58536436]
 ...
 [-0.65698796  0.43393514  0.53048582 ... -0.30295469  0.88028485
   0.48052121]
 [-0.70701058  0.44126806  0.07434921 ...  0.40452126  0.28114359
  -0.24540584]
 [-0.55351636  0.64878352 -0.38434678 ...  0.70450361  0.412279
   0.54032876]]"
8,1,"[0.9592552  0.6329052  0.10918269 0.6830192  0.03097781 0.10204879
 0.86422223 0.74841831 0.55630784 0.74382124 0.55590674 0.24256716
 0.56059528 0.44706975 0.04840844 0.76721805 0.66996216 0.38027693
 0.05734078 0.44907599 0.71900287 0.36197508 0.68344293 0.68085503
 0.19233761 0.24841836 0.50628661 0.4013841  0.44118208 0.26137805
 0.2762109  0.6308877  0.75221624 0.8705809  0.35796311 0.52714413
 0.39819995]","[[-0.74346686  0.93304484  0.43246129 ... -0.38315262 -0.35206013
  -0.43989791]
 [-0.55401696  0.63727383 -0.21219115 ...  0.78765165 -0.3754292
   0.80840899]
 [ 0.44129594 -0.12070384 -0.18859001 ... -0.67524487  0.98247818
  -0.59632471]
 ...
 [ 0.32826874  0.84653734  0.00970635 ... -0.10184597  0.07345705
   0.19701023]
 [ 0.48173405 -0.85281836 -0.77178219 ...  0.50511445  0.66368579
  -0.21967803]
 [-0.20089258 -0.40659898  0.34553405 ... -0.07559774  0.5830148
  -0.20559672]]"
9,60,"[0.92991186 0.66231536 0.16791569 0.17986095 0.86811879 0.0518438
 0.22175902 0.28520156 0.58654679 0.73654157 0.93763752 0.74778427
 0.99927618 0.61810191 0.62012405 0.02263074 0.17630702 0.72503579
 0.83970051 0.13179964 0.39998204 0.09802453 0.31611852 0.51544377
 0.56451778 0.32696657 0.9129233  0.18345168 0.79714339 0.05324011
 0.77825958 0.21027511 0.93185015 0.6108613  0.60910448 0.83137768
 0.97852366]","[[ 0.37436942 -0.4664112  -0.36438103 ...  0.14802616  0.99816072
  -0.84027937]
 [-0.81148384  0.57874477 -0.093422   ...  0.14473662  0.79367375
  -0.72403098]
 [ 0.79538268 -0.55343496  0.57784611 ...  0.80075588  0.99888001
  -0.37825287]
 ...
 [ 0.73288969  0.98273338  0.10171211 ... -0.68376466  0.40519348
   0.8980173 ]
 [ 0.57490905  0.7515487  -0.38059889 ...  0.77705305 -0.84888043
  -0.23282392]
 [ 0.7671668  -0.61553312 -0.49178251 ...  0.77644378 -0.36854284
   0.08376282]]"
