name,description,n,trials,resize
selfLoops_3,,3,1000,True
,class,start_nodes,weights
0,1,[0.35324672 0.69450476 0.32749667],"[[-0.82958505 -0.73151446 -0.11394941]
 [-0.37000022  0.32354526  0.35442039]
 [-0.71748333  0.16798459 -0.99201223]]"
1,32,[0.89419037 0.24119325 0.85420473],"[[-0.62432463 -0.53196876  0.91650237]
 [-0.91580808 -0.7429174   0.89260772]
 [-0.22265684 -0.86228963 -0.37783722]]"
2,1,[0.3721023  0.15850896 0.5504535 ],"[[ 0.29460845  0.73010148  0.88219368]
 [ 0.81195825  0.83716723 -0.46859709]
 [ 0.01191749 -0.32253794  0.90974334]]"
3,1,[0.3288867  0.82241097 0.39807443],"[[-0.63937535  0.84566132  0.58068866]
 [ 0.47798152 -0.19967776 -0.71982604]
 [-0.83479621 -0.95004765  0.1118669 ]]"
4,1,[0.47958494 0.01979862 0.27274321],"[[ 0.39233753 -0.9730861  -0.89941265]
 [-0.49830653 -0.16903843 -0.07643272]
 [ 0.54528713 -0.06491654 -0.33195856]]"
5,1,[0.49270589 0.71936687 0.11601473],"[[-0.20660171 -0.74524922  0.68761694]
 [ 0.9356852  -0.8226119  -0.08866333]
 [ 0.19617347  0.82585864  0.92081621]]"
6,1,[0.57059648 0.00881721 0.06413941],"[[ 0.1934015  -0.35863377 -0.39726494]
 [-0.79015594  0.49620251 -0.69024999]
 [ 0.20972195 -0.35918076  0.1017033 ]]"
7,1,[0.73056246 0.7611743  0.29794381],"[[ 0.92692341 -0.03309021 -0.5483848 ]
 [ 0.36274296 -0.28259975  0.45287653]
 [-0.52837296  0.55175779 -0.20931245]]"
8,1,[0.75147027 0.75967791 0.30348838],"[[-0.40463315  0.94255674 -0.65231126]
 [-0.64489938  0.39366824 -0.09789853]
 [-0.87433151 -0.10048022 -0.11850738]]"
9,1,[0.59317981 0.07623697 0.2836399 ],"[[ 0.94201071 -0.17126637  0.80371335]
 [-0.67202261  0.07642354  0.31727515]
 [-0.06811003 -0.3420176   0.76685648]]"
10,61,[0.23753014 0.49657663 0.00401415],"[[-0.00742292 -0.34135636  0.76430556]
 [ 0.09896783  0.63355106 -0.83781401]
 [-0.40838963  0.81624203  0.56771453]]"
11,1,[0.45403157 0.66944461 0.2583625 ],"[[ 0.46533155 -0.38601991  0.28995047]
 [-0.58237828 -0.73415198  0.56917744]
 [-0.16296551  0.53992535  0.5678592 ]]"
12,1,[0.54874658 0.58275803 0.34127019],"[[ 0.90780083  0.40004174 -0.39253968]
 [ 0.20437005  0.58408621 -0.59005402]
 [-0.51682269  0.67221843 -0.9427208 ]]"
13,1,[0.61278148 0.31334325 0.07193679],"[[-0.75092379 -0.01328216  0.99038297]
 [-0.82911209  0.09700375  0.92877362]
 [ 0.29354585 -0.28182484  0.94555328]]"
14,1,[0.2434793  0.77317132 0.19101037],"[[ 0.33105067 -0.55956244  0.88815215]
 [ 0.01531459  0.43011517  0.64643307]
 [-0.03300045  0.92402039  0.85966789]]"
15,3,[0.226242   0.05992497 0.72257099],"[[ 0.07073047  0.05921156 -0.30824364]
 [-0.34581045  0.03846026 -0.38733378]
 [-0.00243726  0.2656339   0.01522338]]"
16,1,[0.681903   0.25947775 0.08271663],"[[-0.33045426 -0.09722959  0.11473534]
 [-0.235471    0.86652451 -0.21064863]
 [-0.70209536  0.44324423  0.11979449]]"
17,1,[0.22072889 0.86720472 0.29457183],"[[-0.82266128  0.36657122 -0.09304834]
 [ 0.7783064   0.53771001 -0.06344457]
 [-0.6887876   0.33560652  0.24295397]]"
18,1,[0.62117229 0.12341365 0.54747826],"[[-0.365479   -0.79211004  0.89227899]
 [ 0.40516055  0.27522598  0.11100755]
 [ 0.66048199  0.23558379  0.6504025 ]]"
19,1,[0.24360486 0.06984134 0.68699375],"[[ 0.73671499  0.61191436 -0.99483325]
 [ 0.45246777  0.43102205  0.61859951]
 [ 0.28478991 -0.59457186 -0.70241572]]"
20,5,[0.78752331 0.42066279 0.62798241],"[[-0.12690051  0.42278209 -0.74290075]
 [-0.14583204 -0.84961703 -0.00626455]
 [ 0.75373268  0.20514862  0.81587157]]"
21,1,[0.63205048 0.92103327 0.33402524],"[[ 0.40502283  0.34645388  0.01190338]
 [ 0.99654751 -0.71045907  0.75704002]
 [-0.82218128 -0.17261447  0.60448146]]"
22,1,[0.42371589 0.38622382 0.41810902],"[[ 0.78460193 -0.32839125 -0.20497841]
 [-0.80990761  0.47273954  0.06073865]
 [-0.58515684  0.7744373  -0.51534424]]"
23,7,[0.64859983 0.72705017 0.42430236],"[[ 0.78531498 -0.73038337 -0.88297702]
 [ 0.76576728  0.21038468  0.27776095]
 [-0.65686492  0.87496182 -0.43595293]]"
24,1,[0.85499884 0.27698179 0.79242094],"[[-0.63544733 -0.61897971  0.02110832]
 [ 0.37088005  0.97760058  0.68381753]
 [-0.57980923 -0.42756546 -0.29473864]]"
25,1,[0.16853714 0.68603494 0.48386902],"[[-0.37089209 -0.39271106 -0.33972485]
 [-0.35148081 -0.2125923   0.55637832]
 [-0.19247466  0.1148489  -0.83217678]]"
26,1,[0.46082399 0.50648001 0.46676629],"[[-0.15242304  0.68980642  0.90665709]
 [ 0.49806706  0.69958786 -0.55958988]
 [ 0.72660814  0.91353741  0.08922596]]"
27,1,[0.80189775 0.7324978  0.72943873],"[[-0.37671704  0.78844851 -0.07850573]
 [-0.35568025 -0.85676124  0.85367824]
 [-0.7140343   0.1266954  -0.74603042]]"
28,1,[0.92553259 0.2289253  0.81667673],"[[-0.95893189 -0.73888097  0.15115213]
 [-0.24716607  0.31688579 -0.35355419]
 [-0.71738133  0.96655054  0.28017989]]"
29,1,[0.37425367 0.72485578 0.0625629 ],"[[ 0.26095849  0.47601403  0.06870517]
 [-0.67454009  0.95688688  0.02109583]
 [ 0.69309874 -0.83923895 -0.93533067]]"
30,1,[0.05762399 0.03652765 0.54117852],"[[ 0.94882003  0.49030676 -0.77369764]
 [ 0.72428674 -0.62045088 -0.66477195]
 [-0.18157284  0.06822819 -0.65353919]]"
31,1,[0.42962004 0.86512712 0.98407113],"[[-0.28346074  0.9850075  -0.05934108]
 [ 0.88815947  0.99403097  0.8289386 ]
 [-0.50844974 -0.39917596 -0.98508173]]"
32,6,[0.64373062 0.75839614 0.59460753],"[[-0.30986474 -0.20344558  0.26768947]
 [ 0.19447926 -0.70935359  0.88189115]
 [-0.84519866  0.8239045  -0.76793786]]"
33,3,[0.04460644 0.7313963  0.15441248],"[[-0.3842599   0.31872119  0.10670306]
 [ 0.11297989 -0.24020273 -0.55571229]
 [ 0.39488078  0.50027709  0.18273963]]"
34,1,[0.79883902 0.16226215 0.16203796],"[[-0.44783353 -0.71558448  0.07872233]
 [-0.82540778 -0.17847194 -0.02087808]
 [-0.73088921 -0.51928099 -0.91770986]]"
35,1,[0.04867432 0.55919158 0.9849872 ],"[[ 0.22775852  0.2470781   0.77249347]
 [ 0.45951194  0.72493529  0.8836186 ]
 [ 0.46223484 -0.23937382  0.36893365]]"
36,1,[0.73418538 0.69207367 0.69253438],"[[ 0.88433613  0.66997746 -0.4696619 ]
 [ 0.59793462  0.56032823 -0.77191443]
 [-0.58534029 -0.02534128 -0.61789601]]"
37,1,[0.90011121 0.87738273 0.20196774],"[[ 0.35906718 -0.75416905 -0.42911466]
 [ 0.00113232 -0.70477173  0.23665059]
 [-0.15269943 -0.11476631 -0.96426126]]"
38,11,[0.09151595 0.19759827 0.8394804 ],"[[ 0.754993   -0.18795463 -0.84360757]
 [ 0.94993247  0.40819564 -0.66354819]
 [ 0.67987924 -0.80307009  0.98684593]]"
39,1,[0.41045243 0.20708916 0.5980914 ],"[[ 0.83343121  0.1183697   0.57677871]
 [-0.09282917  0.96836968 -0.85125097]
 [ 0.38544967 -0.58189135  0.94413303]]"
40,16,[0.88842732 0.68926014 0.52558125],"[[ 0.76970267 -0.96891417  0.66384604]
 [ 0.06483107  0.43719614  0.32951855]
 [ 0.12908968  0.40139218 -0.94004743]]"
41,5,[0.96903866 0.96452725 0.90478138],"[[ 0.61095105 -0.11327591  0.53319566]
 [ 0.2309789  -0.65782925  0.88917323]
 [-0.93312615  0.48681727  0.25503504]]"
42,1,[0.64957573 0.59307751 0.22320949],"[[ 0.2512546  -0.21619953 -0.67517168]
 [ 0.51162053 -0.58708649 -0.43056388]
 [-0.8506789  -0.0847013   0.6892194 ]]"
43,1,[0.3122964  0.89783335 0.27808942],"[[-0.08890874  0.72440808 -0.5834542 ]
 [-0.11862168  0.72091721  0.65740204]
 [ 0.46021374 -0.41837302  0.07033834]]"
44,1,[0.91221681 0.71544004 0.35910549],"[[-0.2865947   0.93764769 -0.66422889]
 [ 0.396948    0.70731864  0.41746105]
 [ 0.59487422 -0.59132796 -0.55587115]]"
45,1,[0.67261005 0.20044863 0.5156176 ],"[[ 0.84405796  0.91886713  0.62540611]
 [ 0.83744402  0.55355841  0.33269071]
 [-0.66511807 -0.47221812  0.91304188]]"
46,1,[0.81698432 0.37397951 0.9456839 ],"[[ 0.95348607 -0.21935191  0.89758829]
 [-0.20938707  0.09645358  0.07183025]
 [-0.49784415  0.83049608 -0.05418053]]"
47,1,[0.79443876 0.95548461 0.9345036 ],"[[-0.93480002 -0.24174004  0.43766138]
 [ 0.65507338  0.11884198  0.82751991]
 [-0.29048805  0.99367728 -0.89226839]]"
48,1,[0.19240814 0.11583143 0.60830486],"[[-0.83481391  0.81984062  0.3069053 ]
 [-0.1420344   0.85343698 -0.12916439]
 [ 0.31422026 -0.31153189 -0.57375053]]"
49,2,[0.23913981 0.73739612 0.83707887],"[[ 0.27293863 -0.88627839 -0.50238096]
 [ 0.94565099 -0.68348854  0.25832014]
 [ 0.34147185  0.14083109  0.25096767]]"
