name,description,n,trials,resize
no_resize_40,,40,1000,False
,class,start_nodes,weights
0,1,"[0.70902065 0.67788244 0.78156097 0.06704325 0.50047737 0.22792639
 0.46849065 0.16922424 0.61134272 0.07798609 0.01465467 0.14879187
 0.49223527 0.75861529 0.49510037 0.88049232 0.45733248 0.08900128
 0.52728021 0.56101951 0.43363882 0.98635295 0.40746176 0.14544186
 0.78789892 0.64758203 0.75937403 0.13173347 0.56193361 0.21091644
 0.39145948 0.16185011 0.79973463 0.86528083 0.66410134 0.83748323
 0.29777408 0.9271969  0.95263478 0.61127819]","[[-0.         -0.93842251  0.98120724 ...  0.49595152 -0.55372077
  -0.37568052]
 [ 0.52169055  0.         -0.3175604  ...  0.10464919 -0.31891402
  -0.17000742]
 [-0.7557108  -0.56698828  0.         ...  0.4469891  -0.85117754
  -0.47458491]
 ...
 [ 0.4979745  -0.051546   -0.72253711 ... -0.         -0.06845288
   0.28270979]
 [-0.66083608  0.09504087  0.06050213 ... -0.09619529  0.
   0.31056046]
 [ 0.15105381 -0.07115262  0.29837273 ...  0.93507014 -0.92228414
   0.        ]]"
1,1,"[0.16469799 0.9545656  0.69660313 0.75994314 0.57689508 0.40592313
 0.38944893 0.3642548  0.93830248 0.84906248 0.02348809 0.96354612
 0.09623159 0.3403551  0.91323801 0.03412719 0.79321432 0.88248188
 0.00894382 0.17620029 0.40813538 0.88948965 0.59170155 0.45896575
 0.30807484 0.07130952 0.06665664 0.60384513 0.20820983 0.94099167
 0.30482834 0.49658705 0.14640961 0.77138123 0.24301207 0.49262001
 0.72057906 0.90537558 0.7412606  0.55989278]","[[-0.          0.44347585  0.73984204 ...  0.66670336  0.96121787
   0.67178173]
 [-0.8519722  -0.         -0.76878872 ... -0.43832534 -0.57405743
  -0.38563939]
 [ 0.24755492 -0.34193145  0.         ...  0.61642762  0.81234571
   0.86467314]
 ...
 [ 0.04364632 -0.08665387  0.27102785 ... -0.         -0.0508946
   0.51523473]
 [-0.08454067 -0.46405661  0.01650914 ... -0.10498598  0.
  -0.18969097]
 [ 0.82433255  0.82947419 -0.22204502 ... -0.8957144   0.53735846
  -0.        ]]"
2,1,"[0.37075861 0.76475148 0.63635155 0.6601255  0.5735668  0.16061182
 0.48462071 0.61935993 0.67300538 0.77668023 0.25870403 0.95152061
 0.08303917 0.23164521 0.44890017 0.98051775 0.8312634  0.92139276
 0.61552902 0.69284845 0.94451165 0.48215469 0.30357172 0.45812273
 0.59551259 0.84370627 0.68073373 0.10941192 0.68046399 0.60581034
 0.2940927  0.64026357 0.16273681 0.09992005 0.35800305 0.61991974
 0.58080976 0.36514121 0.91218433 0.87086648]","[[ 0.          0.74298602 -0.1982861  ...  0.78071681  0.37618857
  -0.42388124]
 [ 0.52660297  0.         -0.54269426 ...  0.17080382  0.80876563
  -0.62384745]
 [-0.3634742   0.65574057 -0.         ...  0.65118562 -0.37682401
   0.86004268]
 ...
 [ 0.0339105   0.51780548 -0.87821272 ... -0.          0.46171407
  -0.05844103]
 [-0.13815763 -0.78288963  0.74469039 ...  0.5226692   0.
  -0.2778692 ]
 [-0.36296752 -0.35765692  0.93951494 ...  0.11840972 -0.56530273
   0.        ]]"
3,1,"[0.87660313 0.04649645 0.74115294 0.2916699  0.14353945 0.09234115
 0.0735251  0.5040906  0.63872755 0.83301134 0.89504238 0.97249303
 0.52149246 0.13971984 0.29820044 0.25200208 0.33462269 0.18039633
 0.80658191 0.61551839 0.08107958 0.9064016  0.39737906 0.58949251
 0.30933676 0.75796219 0.43792892 0.40451061 0.68370316 0.80367939
 0.78035196 0.75577088 0.5949868  0.49686193 0.29806208 0.91676824
 0.52945869 0.89779687 0.96515824 0.36443037]","[[-0.         -0.05017438  0.61999814 ...  0.58060612  0.47019756
   0.29649783]
 [ 0.94314533  0.         -0.03530826 ... -0.10099907 -0.89576774
  -0.93028986]
 [-0.81694964  0.64792837  0.         ... -0.3664373  -0.34124572
  -0.64140748]
 ...
 [ 0.720138    0.28160467 -0.44602241 ...  0.         -0.47049378
   0.01502661]
 [-0.08939721  0.15531969  0.63324685 ...  0.49300891 -0.
  -0.17538464]
 [ 0.17129218 -0.74238813 -0.19759779 ... -0.66020269  0.19812953
   0.        ]]"
4,1,"[0.2612535  0.30865485 0.07967931 0.53163095 0.03106479 0.04793377
 0.7718252  0.12150391 0.79696398 0.36352275 0.7073961  0.85044103
 0.28933744 0.8822428  0.37533062 0.99210969 0.48904594 0.89522797
 0.74913746 0.00310775 0.02282935 0.51645797 0.08109171 0.71574037
 0.52373883 0.27319139 0.36194137 0.88752158 0.22071986 0.74562428
 0.81884506 0.05272675 0.12184554 0.54238033 0.81403731 0.3643294
 0.25200037 0.23541469 0.02080927 0.01153433]","[[-0.         -0.49633095  0.93339811 ...  0.80829198  0.9570038
   0.5000054 ]
 [ 0.78202503  0.          0.72610602 ... -0.88586265 -0.88184497
  -0.83631206]
 [ 0.90338349 -0.3858352   0.         ...  0.33757555  0.85295409
  -0.93353468]
 ...
 [-0.01076716  0.02088711 -0.79894274 ... -0.         -0.64462317
   0.7294586 ]
 [ 0.92377022  0.64095195 -0.6508828  ...  0.93690114 -0.
  -0.10330774]
 [ 0.11225426 -0.32003824 -0.54732382 ...  0.40806578  0.35221787
  -0.        ]]"
5,1,"[8.48278617e-01 1.00812079e-01 4.87011644e-01 2.36027309e-01
 3.18162617e-01 6.98272885e-01 9.78082881e-01 7.78490220e-01
 7.41110060e-01 8.02423454e-01 7.86289868e-01 6.64806040e-01
 8.25179285e-01 3.71366705e-01 3.55818785e-01 3.74526607e-01
 6.22654909e-01 8.20121224e-01 2.83663386e-01 2.68471701e-03
 6.40561697e-01 3.16081852e-01 4.62482551e-01 3.59113191e-02
 2.96333455e-01 6.43950915e-01 8.09675244e-01 5.50069137e-01
 2.08764293e-01 6.12075395e-01 1.65938302e-01 4.03222532e-02
 8.49794413e-04 3.09556479e-01 3.00854861e-01 8.43205794e-01
 1.07308479e-02 3.44526493e-02 6.12531876e-01 1.77715040e-01]","[[ 0.00000000e+00 -2.28812212e-01 -8.23972518e-01 ... -4.68846122e-01
  -6.24580904e-01 -7.68808698e-01]
 [-3.93811380e-01  0.00000000e+00 -7.87822700e-02 ...  2.02902983e-01
   8.50326266e-01 -3.43676173e-01]
 [-4.66004884e-01 -2.37483115e-01 -0.00000000e+00 ... -4.04485237e-01
  -3.51190740e-01  5.57675594e-01]
 ...
 [-2.25853253e-01  4.82712091e-02  8.63059586e-01 ...  0.00000000e+00
   6.62215505e-02 -3.62207842e-01]
 [ 6.12793559e-01 -3.06193182e-01  7.96020736e-01 ...  3.74993261e-01
  -0.00000000e+00  6.38096482e-01]
 [ 5.79578157e-04 -9.14221492e-01 -4.93923621e-01 ... -2.88160297e-01
  -4.07544773e-01  0.00000000e+00]]"
6,1,"[0.58227822 0.80049141 0.83610028 0.69902299 0.81222114 0.25567247
 0.97917868 0.5948521  0.55546332 0.27944933 0.30701195 0.80032952
 0.82008536 0.24152226 0.20582734 0.49557755 0.42871182 0.90018663
 0.72976468 0.47959515 0.08053699 0.23375161 0.63630026 0.24599887
 0.81418931 0.22783802 0.90249872 0.16036087 0.73204397 0.96955153
 0.13123166 0.69603304 0.21369346 0.63916286 0.87613396 0.07496461
 0.75503437 0.53632476 0.98980642 0.33964581]","[[-0.         -0.54251138  0.36589969 ... -0.50496751  0.01606319
   0.65537992]
 [ 0.8628737  -0.          0.90714195 ...  0.14870289 -0.35112847
  -0.03488704]
 [ 0.95174135 -0.42641472 -0.         ... -0.78245486  0.89370705
   0.55957922]
 ...
 [-0.9575042  -0.13745229  0.73786338 ... -0.         -0.96208091
  -0.04598211]
 [-0.98588773 -0.73988499  0.26250972 ...  0.42843856  0.
   0.06255109]
 [ 0.18457647  0.19499032 -0.58564986 ... -0.19653252 -0.79809418
  -0.        ]]"
7,1,"[0.15312772 0.05476217 0.01460946 0.99080017 0.12027222 0.50606755
 0.40619013 0.77860783 0.43668763 0.72794043 0.63865097 0.23794443
 0.14705589 0.56601003 0.94692736 0.65674719 0.72707011 0.54539917
 0.14874663 0.81867441 0.10491112 0.09439237 0.67671701 0.66817367
 0.03786054 0.37227477 0.67158884 0.87511237 0.07303445 0.82036827
 0.9572368  0.10873188 0.48514369 0.84588116 0.40651339 0.93546516
 0.66549899 0.17069308 0.03613834 0.63974529]","[[ 0.         -0.26132906  0.90958942 ... -0.15543052 -0.88365906
  -0.5367504 ]
 [-0.74343117 -0.          0.47584544 ... -0.08545721  0.96843349
  -0.59818284]
 [-0.14403311  0.49322633 -0.         ...  0.33943243  0.80915684
  -0.06215102]
 ...
 [ 0.05551563 -0.79373246 -0.30989324 ...  0.          0.57306366
  -0.4536794 ]
 [-0.1667353   0.18781553  0.73323521 ...  0.48539322  0.
   0.9996488 ]
 [-0.10054721 -0.97372558 -0.55284417 ... -0.19198358  0.83810384
   0.        ]]"
8,1,"[0.12787461 0.2052344  0.50006034 0.81959268 0.16126191 0.53373056
 0.47985776 0.64082623 0.16727909 0.47609825 0.46505142 0.03306079
 0.168143   0.67425016 0.92290937 0.23695862 0.9323684  0.08974798
 0.9072707  0.11779704 0.76715395 0.32910143 0.60076971 0.01479776
 0.49297438 0.9854558  0.33337851 0.3209667  0.75326578 0.09047933
 0.90620044 0.76713056 0.49572387 0.50592078 0.57026519 0.97556159
 0.91512109 0.92986549 0.48663733 0.34047429]","[[-0.         -0.73846262  0.70675975 ... -0.40817435 -0.03878087
   0.9938974 ]
 [-0.35378541  0.          0.21318695 ... -0.20232127  0.34099049
   0.36464567]
 [ 0.05512479  0.55881105  0.         ... -0.3866223   0.19754012
  -0.59280525]
 ...
 [ 0.70888069 -0.99100645  0.40038679 ...  0.          0.36880594
   0.43974216]
 [ 0.08402681  0.91390098  0.67655994 ... -0.23710874  0.
   0.71518449]
 [ 0.2654125  -0.52529317  0.65168342 ... -0.9580285  -0.15158863
  -0.        ]]"
9,1,"[0.03247891 0.16590604 0.45080995 0.44565329 0.34291976 0.81495538
 0.3657576  0.56178458 0.7898737  0.44792233 0.0447098  0.34209735
 0.57366075 0.40547398 0.8120608  0.8491458  0.20443463 0.04498691
 0.32596081 0.66512024 0.97438176 0.93542694 0.25387698 0.33669329
 0.21695791 0.93642883 0.97703113 0.98171107 0.77286789 0.93166432
 0.62052692 0.43280166 0.37338279 0.64609606 0.00705578 0.22824822
 0.94382777 0.70264239 0.7031833  0.0240972 ]","[[ 0.          0.43178671 -0.10726705 ...  0.11312107 -0.94905408
   0.61721381]
 [-0.69148891 -0.          0.77463309 ... -0.2873039  -0.31220522
   0.23384461]
 [-0.33477037  0.55692584  0.         ...  0.90536622 -0.63796417
  -0.01786432]
 ...
 [ 0.68553304 -0.35270275  0.81610524 ...  0.          0.58188373
   0.652796  ]
 [ 0.74386217 -0.11326299 -0.25028954 ...  0.95728512 -0.
  -0.34100842]
 [-0.36239022 -0.04298246 -0.0521896  ... -0.86753994 -0.14924535
   0.        ]]"
