name,description,n,trials,resize
no_resize_8,,8,1000,False
,class,start_nodes,weights
0,1,"[0.9289754  0.51372241 0.25520153 0.65913625 0.91492454 0.34944139
 0.73262402 0.50852964]","[[ 0.          0.93341423  0.33627999 -0.65348162  0.77524636 -0.89929214
  -0.74482386 -0.5495132 ]
 [ 0.09885408  0.          0.41204488 -0.94712423 -0.44550298  0.94944413
   0.25676491 -0.83323269]
 [ 0.27665884 -0.86550546  0.          0.54943515 -0.88994865 -0.03825779
  -0.00652471 -0.78782565]
 [-0.87316266 -0.50068492 -0.5536657  -0.         -0.0910528  -0.95563407
  -0.9579282  -0.55185957]
 [ 0.84505655 -0.70410084  0.26051338 -0.41369071 -0.         -0.78008939
   0.31568145 -0.03859785]
 [-0.85940715 -0.93736895  0.48400916 -0.24254775  0.14002863 -0.
  -0.92125034  0.76181756]
 [ 0.54063292  0.71696892 -0.71236501  0.81104637  0.6324172  -0.97773379
  -0.          0.25271331]
 [ 0.69277273  0.09840048  0.26912031  0.20065299  0.26301706 -0.90740392
  -0.92713252 -0.        ]]"
1,1,"[0.42780078 0.33856649 0.27181183 0.83209055 0.52073889 0.78942795
 0.21860961 0.1330461 ]","[[ 0.          0.81036088  0.51849622 -0.24478534  0.36243923  0.8026673
  -0.09900985 -0.20504899]
 [-0.50656558 -0.          0.55454628  0.70455037 -0.89641738  0.50165728
  -0.6660026  -0.41987397]
 [-0.9156356  -0.92574219 -0.         -0.28637453  0.42977394 -0.24144715
  -0.37720251 -0.94232126]
 [-0.12975065 -0.73130955  0.47634381 -0.          0.95730985  0.49998057
  -0.98504674 -0.27812228]
 [-0.93365362  0.20357808  0.14203632 -0.89096793 -0.         -0.62055192
  -0.32064912  0.62697513]
 [ 0.49437897  0.15189431  0.01129299 -0.55924412 -0.74937161 -0.
   0.05681487 -0.51474033]
 [-0.75371502 -0.56834219  0.94839258  0.76635463 -0.15728413 -0.18337831
  -0.          0.11363073]
 [ 0.87478552  0.33343489  0.1021267   0.07014803  0.57503794 -0.25051038
   0.23124112  0.        ]]"
2,1,"[0.66268558 0.93982557 0.63147562 0.40445918 0.16192551 0.68721804
 0.125243   0.85177562]","[[ 0.          0.89611162  0.9544807   0.6988902  -0.04854599  0.35696339
  -0.59199736 -0.35858803]
 [-0.27360134 -0.          0.32820006 -0.25203575  0.0757815   0.77733072
  -0.30850533  0.58393394]
 [-0.07123031 -0.5797419  -0.         -0.73420907 -0.99606742 -0.40441902
   0.75716067 -0.69262392]
 [ 0.38295419 -0.87825233  0.59395766 -0.         -0.44633491  0.58378398
   0.1459128   0.91811102]
 [ 0.54863279 -0.24671648 -0.80006854  0.13399372 -0.         -0.97256263
   0.97782244 -0.11907625]
 [-0.20738804  0.39040264 -0.21609122 -0.8063454   0.73984159  0.
  -0.21294848 -0.48120132]
 [ 0.77756935 -0.92753329  0.80315755 -0.61403184 -0.10875508  0.59210688
  -0.          0.4187348 ]
 [-0.16436923  0.91132623  0.88653019  0.57873934  0.92184174  0.06842523
   0.15779742 -0.        ]]"
3,1,"[0.74182366 0.69415344 0.52355319 0.16640942 0.40130578 0.66795099
 0.58542377 0.40005909]","[[-0.         -0.42091428  0.73907538  0.02512941 -0.16836858 -0.53599364
   0.97711755  0.04921729]
 [-0.83413801 -0.          0.22190185 -0.7076597   0.64919184  0.80177215
   0.31886114  0.29113138]
 [-0.47961536 -0.96374952 -0.          0.01604724  0.24189411 -0.50253051
  -0.35300395  0.32109566]
 [ 0.99177805 -0.21960537  0.48358843 -0.         -0.84265622 -0.12596537
  -0.35868071 -0.01576032]
 [-0.54325318  0.48839326  0.92426064 -0.3120273  -0.          0.96442231
  -0.6364814   0.79947983]
 [-0.64846102  0.84464061 -0.383934   -0.90495264 -0.39073338 -0.
   0.09440652 -0.04274695]
 [ 0.18010343  0.90314471  0.07895774  0.28935865 -0.45375618  0.87426073
   0.         -0.53964632]
 [ 0.9158581   0.68434994  0.61559926  0.37193665  0.71086458  0.27991631
  -0.43748765 -0.        ]]"
4,1,"[0.70198725 0.89475684 0.57737937 0.87754764 0.00395273 0.10381841
 0.84860051 0.04315991]","[[-0.         -0.60409576 -0.25239903  0.67928614  0.64892501  0.18251876
   0.31263083  0.72335306]
 [ 0.06190262  0.         -0.59149024 -0.3442449   0.83953824 -0.13961134
  -0.69340543  0.08843091]
 [-0.97932635 -0.42165371  0.          0.77648062  0.55223756 -0.92458958
   0.25415581 -0.69302036]
 [ 0.84763321  0.98707634  0.96652104  0.         -0.29026537 -0.84267957
   0.06769119 -0.26028923]
 [-0.716653    0.50624481  0.23236059  0.98970814 -0.         -0.95792484
   0.96514803 -0.52924027]
 [-0.05482216 -0.04786871  0.86472342  0.98900903  0.10356027  0.
  -0.2195982   0.33498866]
 [-0.65790348  0.45062913 -0.32800234  0.34388594 -0.85816443  0.56739727
   0.         -0.6732186 ]
 [-0.81564565 -0.95780701 -0.33764117 -0.72352735 -0.51421488 -0.64710011
  -0.23473098 -0.        ]]"
5,1,"[0.21792886 0.2052956  0.96378759 0.46742972 0.76932194 0.0092203
 0.63618694 0.04599057]","[[ 0.          0.76074505  0.45739974 -0.579108   -0.67079662 -0.47818138
   0.36515673 -0.49910812]
 [-0.92687213  0.         -0.54864629 -0.97076023  0.97132837  0.38103465
   0.33703592 -0.89865528]
 [-0.1993218  -0.97181211 -0.         -0.02774973 -0.38600666  0.23911042
   0.7254421   0.49238581]
 [ 0.46788372  0.37276016 -0.49010408 -0.         -0.15049585 -0.95724003
  -0.69123672  0.43945019]
 [-0.6411863   0.09790279 -0.93114832  0.1551489   0.          0.22582646
  -0.11438661  0.36323951]
 [-0.75344209  0.59982078  0.91578113  0.42894792 -0.55942903 -0.
   0.47128945  0.10471139]
 [ 0.03545784  0.09687965 -0.07670659  0.67183958  0.96427164  0.64382328
  -0.         -0.40192625]
 [-0.01971637  0.97768929 -0.67437911  0.94370849  0.41766787  0.53669379
  -0.90965007 -0.        ]]"
6,1,"[0.55745479 0.56736637 0.97075813 0.08836728 0.91169499 0.18439398
 0.77376843 0.50185525]","[[-0.          0.20628999  0.63908045  0.32768393 -0.45547315  0.6178212
   0.51903351 -0.1546977 ]
 [ 0.29044583 -0.          0.59949428  0.50871837 -0.67634473  0.89961089
   0.64173213 -0.28002742]
 [ 0.83358544 -0.93695008 -0.          0.18849589 -0.35373961 -0.3743536
  -0.59472114 -0.49429594]
 [-0.50091701 -0.33545212 -0.12521813  0.          0.75974335  0.66789437
  -0.6825782  -0.10205035]
 [-0.37498016 -0.0700722   0.2990743   0.10587075 -0.         -0.33683887
   0.10266777  0.87260592]
 [-0.89176766  0.18164878 -0.02734569 -0.29036262  0.65177333 -0.
  -0.59649701 -0.53060188]
 [-0.69718672  0.13332851  0.82394317 -0.06221574  0.63173484  0.47789155
   0.         -0.13669565]
 [-0.13293134 -0.48509228  0.05953815  0.41765279 -0.40040333  0.81799707
  -0.59019137  0.        ]]"
7,1,"[0.4078977  0.17042861 0.0716174  0.7437602  0.17427235 0.11742662
 0.57776598 0.8244046 ]","[[-0.          0.38059049  0.32819919  0.14762555  0.78086772 -0.41830689
   0.77764888  0.96270031]
 [ 0.72125888  0.          0.69330494  0.77997913  0.80024389  0.72149566
  -0.81830095 -0.08714737]
 [ 0.41071096 -0.96670249 -0.         -0.17897073 -0.69738014 -0.36247317
  -0.38502579  0.4356645 ]
 [-0.80092857  0.86778192 -0.1544879   0.         -0.32850182 -0.37273332
  -0.99149085 -0.36581386]
 [-0.78137442  0.6640968  -0.7522307   0.68364959  0.         -0.7015479
   0.91587087 -0.41128108]
 [-0.99457362 -0.58273944  0.82392211 -0.93752717 -0.29551288  0.
   0.7548601   0.50841402]
 [ 0.95465766 -0.44458347  0.99264053  0.28978885  0.55160069  0.83313801
   0.          0.02822672]
 [-0.78953663 -0.8337125   0.16163107  0.02087445 -0.71742482  0.27259404
   0.35033551  0.        ]]"
8,1,"[0.20340243 0.00446016 0.11992572 0.27541821 0.25956023 0.60870648
 0.05019825 0.13096682]","[[-0.         -0.3533631   0.13414306  0.08267073  0.15228865 -0.73607491
  -0.28423718 -0.4911233 ]
 [ 0.62241472 -0.         -0.11489234 -0.00397721 -0.5542007  -0.92651144
   0.23161528  0.75658749]
 [-0.12255619  0.98455609 -0.          0.80686824 -0.32387324  0.7414384
  -0.74256156 -0.0049272 ]
 [-0.63893399  0.86575202 -0.15579848 -0.         -0.37015163 -0.27768171
  -0.05389055  0.34585481]
 [ 0.34647328  0.93159229  0.94640105 -0.01573308 -0.         -0.6392141
  -0.48668928 -0.64936772]
 [-0.28312866 -0.55883907 -0.08798792  0.34042067 -0.05135146  0.
   0.57177333 -0.48990707]
 [-0.39987826 -0.29928529  0.77026733 -0.66800974 -0.96495923 -0.92032285
  -0.          0.00859879]
 [-0.20144897  0.87402539 -0.4378468   0.23236157 -0.33476326  0.58430397
  -0.52033013  0.        ]]"
9,1,"[0.80352494 0.60644851 0.74579223 0.34907093 0.82730448 0.49153858
 0.17492922 0.60555615]","[[-0.          0.33798862  0.69828873  0.08121706 -0.038675    0.93539263
  -0.70083321  0.32026504]
 [ 0.12427059 -0.          0.43062757  0.6500364  -0.16082408  0.1676219
  -0.77429293  0.57836379]
 [-0.80381037  0.92866391  0.         -0.35500488 -0.56857424 -0.20405418
  -0.25690888  0.14903887]
 [-0.17027298  0.74256965 -0.5493055   0.          0.45012959 -0.10372293
   0.19217283  0.17249887]
 [-0.70616198  0.73843961 -0.60166884  0.77673882  0.          0.03247081
  -0.53526635  0.53647725]
 [-0.51715093 -0.48055938 -0.88746139 -0.03924141 -0.63310597 -0.
   0.28061616  0.83432345]
 [ 0.36666067  0.69383215 -0.38544947 -0.99048481 -0.03494023 -0.19742497
   0.         -0.17746548]
 [ 0.92932175  0.62902164  0.4656448   0.76471534  0.80454828 -0.2701004
  -0.47860252 -0.        ]]"
