name,description,n,trials,resize
selfLoops_44,,44,1000,True
,class,start_nodes,weights
0,5,"[0.17665986 0.8984004  0.96652443 0.84145908 0.71348008 0.65727958
 0.77947156 0.91802462 0.40950164 0.87907249 0.56705147 0.33651024
 0.73562693 0.63074036 0.96471484 0.55795329 0.53197846 0.54891187
 0.99565471 0.12775748 0.43513291 0.22372623 0.95215525 0.1142243
 0.61676356 0.27854516 0.37287337 0.24124907 0.44148817 0.72839457
 0.0907798  0.3105133  0.07057128 0.73162333 0.11204521 0.94432434
 0.97775157 0.96810042 0.77602711 0.31773676 0.80294131 0.44110475
 0.16499867 0.70062355]","[[ 0.16955714 -0.80889823  0.90048604 ...  0.50353059 -0.26611822
  -0.77399373]
 [ 0.9532673   0.2370792   0.76110611 ... -0.20695975  0.53290404
   0.97374381]
 [ 0.82687198 -0.03108447 -0.00568745 ... -0.37521261 -0.99560092
  -0.93544851]
 ...
 [-0.90506073 -0.63415166  0.52093272 ... -0.76526136 -0.12937641
  -0.51472412]
 [-0.11724031 -0.94560051  0.66218423 ...  0.364877    0.32375032
  -0.97859654]
 [-0.44574196 -0.93517687  0.61053518 ...  0.1726215   0.75229844
   0.14613494]]"
1,1,"[0.96946121 0.55074674 0.651033   0.71173195 0.08028574 0.97938507
 0.62254413 0.52172219 0.31260972 0.80066327 0.27760855 0.24879443
 0.60474715 0.46387333 0.43908751 0.42629532 0.99159677 0.18537485
 0.14125839 0.12559556 0.56306018 0.66349597 0.54431349 0.92974953
 0.05535525 0.01865129 0.75666444 0.00909019 0.53226606 0.98846301
 0.03309473 0.39806201 0.36830952 0.05625743 0.47534637 0.48608
 0.40747802 0.94497721 0.94822509 0.87741002 0.56809279 0.06466573
 0.41190315 0.29568029]","[[-0.33119803  0.0788865  -0.05298205 ...  0.47888197  0.27537503
   0.24779712]
 [ 0.22604285  0.64989144  0.32311834 ...  0.78983969  0.83707827
  -0.44135427]
 [-0.03225031 -0.53372273 -0.56170554 ... -0.77081631  0.60330584
   0.760352  ]
 ...
 [ 0.24092449 -0.90353591  0.43948401 ...  0.00505273  0.56463458
  -0.01337488]
 [ 0.03233548 -0.77255192  0.43388062 ...  0.60518897 -0.20975288
   0.57178568]
 [ 0.62597193 -0.174017   -0.80198045 ...  0.73265064 -0.98041377
   0.48168951]]"
2,0,"[0.87472466 0.16819408 0.74495156 0.81095629 0.64321829 0.72350542
 0.96425165 0.00892745 0.52433142 0.92448655 0.64285863 0.01710957
 0.31115664 0.34525985 0.30360868 0.77272564 0.72472436 0.2609215
 0.75495329 0.13626872 0.0472084  0.51689425 0.02318181 0.92530552
 0.01975096 0.5722764  0.70609103 0.4014756  0.27305245 0.91052307
 0.39455826 0.93694711 0.05248014 0.92401368 0.21085784 0.85531218
 0.54237755 0.6146025  0.02269321 0.97140046 0.05791769 0.97182371
 0.70771947 0.72574077]","[[ 0.21032712  0.16286819 -0.49939241 ... -0.14073254  0.76045619
  -0.68698268]
 [ 0.62512143 -0.83792846  0.95222601 ... -0.25640684 -0.2603118
   0.26994852]
 [ 0.52789131 -0.69630265  0.70547672 ...  0.12590799 -0.0119762
  -0.11236984]
 ...
 [ 0.56758534  0.21230758 -0.39316675 ...  0.51662719  0.25942421
   0.52959601]
 [ 0.49466971 -0.79024668 -0.00790008 ... -0.18811099 -0.99761887
  -0.24978677]
 [ 0.44614761  0.97700284 -0.49732517 ...  0.65885834 -0.10580024
   0.65247831]]"
3,1,"[0.65697005 0.67338591 0.36409212 0.58129853 0.94516823 0.62021858
 0.60498236 0.18542389 0.80219055 0.38724206 0.86977612 0.93296377
 0.25477582 0.94734604 0.88271611 0.94083501 0.59779864 0.93825198
 0.01621161 0.80217253 0.34847622 0.46168157 0.10966862 0.71728854
 0.13342284 0.70527325 0.05855486 0.43867589 0.43174496 0.20750198
 0.35787168 0.21039877 0.43685163 0.72712784 0.30221497 0.35341996
 0.31756894 0.6898406  0.69565188 0.06417897 0.85517207 0.67370788
 0.54901071 0.88910878]","[[ 0.92407356  0.88981731 -0.87057733 ... -0.60900146  0.18445855
  -0.23751684]
 [-0.65670642  0.91110902 -0.54328951 ... -0.79970669  0.12059314
   0.99058242]
 [-0.87578313  0.00620597 -0.73138409 ...  0.60014256  0.83298914
   0.23379392]
 ...
 [-0.15951946  0.42302623  0.56744887 ...  0.46733275 -0.07354556
   0.18272644]
 [-0.36350217 -0.81395397 -0.87696512 ... -0.91845769  0.33898746
  -0.5513535 ]
 [ 0.96899953 -0.11785226 -0.21375293 ... -0.74104375  0.9739824
  -0.29587004]]"
4,1,"[0.65476191 0.46402746 0.07120022 0.12319985 0.93699982 0.51249336
 0.97016071 0.25057501 0.13788781 0.36623145 0.75537349 0.12861541
 0.335496   0.92167613 0.00115492 0.34828833 0.40280467 0.52766017
 0.01518282 0.86741284 0.58172534 0.61673438 0.07757952 0.96706448
 0.53913284 0.04616684 0.93532397 0.91344817 0.00606367 0.32610975
 0.40904161 0.76877703 0.60264533 0.57950266 0.00400134 0.9601012
 0.70370583 0.47293982 0.47253582 0.22398838 0.87967395 0.9355792
 0.46248319 0.61687447]","[[-0.80344431 -0.7355736   0.19892487 ... -0.17428724  0.97749047
  -0.15800338]
 [-0.03361895 -0.86071364  0.30890743 ... -0.40496077 -0.53343436
   0.80475571]
 [ 0.0624531  -0.57921952 -0.83022552 ... -0.72920641 -0.57424137
  -0.71994296]
 ...
 [ 0.90179024  0.69064724  0.58490593 ...  0.26716799  0.3630995
   0.34046059]
 [ 0.49171626  0.98868494  0.76774489 ...  0.18042037 -0.0379875
   0.74720613]
 [-0.25001355  0.95101008 -0.26435127 ... -0.39060685  0.23500692
  -0.19642269]]"
5,1,"[0.32170661 0.49127559 0.12335163 0.81590074 0.70106993 0.44175258
 0.48563562 0.50078144 0.64156659 0.85505739 0.29082347 0.15715205
 0.66975614 0.23943796 0.33891363 0.77596913 0.83592037 0.32537257
 0.85569518 0.4430319  0.16264014 0.9775727  0.57447449 0.60581317
 0.02986441 0.17273209 0.29179453 0.73289657 0.45829161 0.5801239
 0.48983857 0.62470467 0.89022962 0.85994951 0.79009219 0.26155133
 0.15443564 0.08670856 0.02227838 0.28813506 0.96773292 0.66474071
 0.53787643 0.85355079]","[[-0.63895273  0.30348232 -0.52431253 ... -0.95472858 -0.80027572
   0.79968862]
 [-0.01186902  0.81522109  0.0995048  ... -0.6331572  -0.98838773
  -0.49230859]
 [ 0.51940139 -0.98545277 -0.56704659 ... -0.42623352 -0.09256125
   0.31354901]
 ...
 [ 0.9232271   0.00890512  0.73511752 ... -0.10841314  0.34965165
  -0.67663892]
 [ 0.85824967 -0.7824132  -0.14961338 ... -0.05100278 -0.71314006
   0.16194322]
 [-0.66501214  0.88190688  0.41752827 ...  0.14306677 -0.46397824
   0.77575369]]"
6,197,"[0.38761388 0.37800953 0.97008874 0.62550577 0.24055856 0.92850665
 0.76113073 0.73055106 0.05301861 0.89398576 0.6856361  0.01484911
 0.74774821 0.29969753 0.21321782 0.05775077 0.14181952 0.99756417
 0.88399708 0.17925635 0.60839036 0.02220095 0.18240076 0.72021131
 0.29713561 0.00103341 0.72565859 0.03842688 0.38728659 0.40396298
 0.77923532 0.36253559 0.34776123 0.87910682 0.60136724 0.84076227
 0.00540484 0.90452135 0.38000441 0.38398463 0.55191373 0.30072543
 0.2490618  0.38969268]","[[ 0.73369711  0.74907491  0.50212865 ...  0.10357007 -0.10116046
   0.11234343]
 [-0.02378026 -0.24980545  0.25984481 ...  0.5312918   0.76311612
  -0.92104666]
 [-0.23124062  0.21767052 -0.74274505 ... -0.64408225 -0.85514126
  -0.09049349]
 ...
 [ 0.3210185  -0.13209622 -0.10055363 ...  0.48581715 -0.17147232
   0.99028438]
 [ 0.30887556 -0.77476659 -0.74341375 ...  0.06054972  0.40631788
   0.20219768]
 [-0.73361463  0.34945815 -0.07328033 ...  0.6123455  -0.68080698
  -0.89991396]]"
7,1,"[0.61226319 0.9180381  0.04901407 0.00129429 0.56904273 0.43953848
 0.90627586 0.52075413 0.66111207 0.14591464 0.59560768 0.83092858
 0.39894573 0.20439961 0.48708159 0.40715954 0.08509871 0.78586251
 0.96222699 0.19684226 0.67871986 0.17205332 0.129942   0.50077954
 0.33575143 0.07679264 0.8030441  0.65078267 0.63369871 0.38772806
 0.94424669 0.63588891 0.07733933 0.22620529 0.55451669 0.75959014
 0.84310123 0.45471878 0.37644027 0.42692737 0.81415846 0.86238454
 0.08984546 0.15807611]","[[-0.86643444  0.21461418 -0.06580226 ...  0.48683904  0.41519323
  -0.80893083]
 [ 0.63699173  0.56033396  0.76358957 ... -0.34522006 -0.93048211
   0.16123055]
 [-0.67335155 -0.1518491   0.57504593 ... -0.71052555 -0.42543398
  -0.263763  ]
 ...
 [ 0.60601959  0.03841153  0.86526027 ...  0.92715719 -0.63009069
  -0.71507553]
 [ 0.77501982  0.90899634 -0.65974459 ... -0.05476807 -0.41189055
  -0.03181857]
 [ 0.86108427 -0.64421488  0.79160827 ... -0.47869097 -0.04972045
   0.9504365 ]]"
8,1,"[0.23136497 0.19909836 0.6627927  0.42528954 0.29512547 0.96107999
 0.97979083 0.04961384 0.09361932 0.34401107 0.30272826 0.12169888
 0.39552202 0.32364567 0.95679593 0.0780001  0.19228603 0.66732798
 0.08651816 0.52044599 0.38982054 0.87342346 0.32403507 0.03467532
 0.78412555 0.3614224  0.98047969 0.8121538  0.59381248 0.48601655
 0.75375964 0.12550347 0.91845284 0.50622953 0.19607623 0.46803491
 0.07362566 0.17523945 0.48270473 0.12063558 0.90435358 0.19118488
 0.64579004 0.83183588]","[[-0.61317005 -0.07462121  0.42841737 ...  0.95069055  0.39983632
   0.8493461 ]
 [ 0.91522699 -0.89276571 -0.66683791 ... -0.37270123 -0.71923544
  -0.62241634]
 [ 0.87681667  0.69896193 -0.8714925  ... -0.62971415 -0.76906392
  -0.96311697]
 ...
 [ 0.78196719  0.07154246 -0.29362491 ...  0.79558428  0.19039618
   0.87725382]
 [-0.00410789 -0.96577747  0.76649564 ...  0.31938621 -0.30637892
  -0.49598373]
 [ 0.80905385  0.50564083 -0.71301107 ...  0.85708509  0.53961194
  -0.90183741]]"
9,1,"[0.2206922  0.98740709 0.13184537 0.62198828 0.23546228 0.19141519
 0.63924053 0.81915219 0.88046014 0.32797942 0.30529897 0.34944508
 0.00959785 0.83874005 0.72689686 0.97550723 0.51567906 0.2578058
 0.91294002 0.97646294 0.01278424 0.17727115 0.4592019  0.87676437
 0.83327671 0.06519338 0.02710365 0.92540692 0.61884045 0.66934423
 0.17872531 0.48895996 0.14265301 0.69064111 0.25897706 0.36425916
 0.09756563 0.71046652 0.16054429 0.30346131 0.27692337 0.49900001
 0.51808872 0.94099777]","[[ 0.12982474 -0.80505196  0.00699322 ... -0.54023492  0.24033833
  -0.63318834]
 [ 0.46941905  0.07293177  0.93707286 ... -0.00416617 -0.37706494
   0.5937685 ]
 [-0.88441386  0.31296656  0.03435779 ... -0.99425249 -0.38918433
  -0.66595752]
 ...
 [ 0.59183838  0.26085679 -0.84343782 ...  0.64173462 -0.22171383
  -0.51760097]
 [ 0.72535416 -0.01600324 -0.33798438 ... -0.2842756   0.3982798
  -0.35620953]
 [ 0.5600119  -0.27563579 -0.02008495 ... -0.0415518   0.75723561
  -0.65050406]]"
10,0,"[0.88420721 0.72377259 0.10556894 0.33883821 0.84114932 0.92267227
 0.0469924  0.53479646 0.90165024 0.48030784 0.66756227 0.20928452
 0.07664784 0.32354603 0.9612019  0.95991545 0.70727538 0.03527702
 0.81640868 0.87474071 0.92864557 0.13146679 0.50271257 0.33643357
 0.09672652 0.87165047 0.94426008 0.72025936 0.31756053 0.71175561
 0.65829397 0.34344519 0.33088146 0.6662554  0.11726502 0.60054636
 0.04432848 0.71911034 0.71455919 0.49547712 0.32992806 0.62141826
 0.29592467 0.62751791]","[[-0.10541444 -0.86190064 -0.67485365 ... -0.50367033  0.79126119
   0.05119967]
 [-0.54780398 -0.02446225 -0.14884777 ... -0.89588534  0.00955627
   0.30907393]
 [-0.5753686   0.16664192  0.24527156 ... -0.88160704 -0.18509779
   0.06971735]
 ...
 [-0.85181136 -0.07800245 -0.76952227 ... -0.97722104  0.45739832
  -0.73924441]
 [-0.10551365  0.94616641  0.85426599 ...  0.97672282  0.64580563
  -0.35200868]
 [ 0.31667645 -0.71281233  0.42359946 ...  0.9965682  -0.82047675
   0.10294048]]"
11,1,"[0.94119574 0.18785241 0.24570271 0.54898596 0.45670534 0.12808199
 0.25598963 0.77198355 0.85362356 0.78148293 0.70707563 0.12246187
 0.50426455 0.33521854 0.40985586 0.9049703  0.28804858 0.86169779
 0.98519167 0.22006623 0.43035236 0.69130889 0.78701777 0.21080998
 0.7083158  0.62638059 0.44246654 0.64241268 0.09297689 0.60495924
 0.97092441 0.58819805 0.98272718 0.20518522 0.13330862 0.74790679
 0.47505792 0.16077313 0.17132661 0.9975974  0.12601271 0.19400191
 0.72453865 0.82827166]","[[ 0.78024738 -0.55051203 -0.10051774 ...  0.92622544  0.1517416
   0.59051848]
 [-0.52478717 -0.88629854 -0.39149874 ...  0.13283048  0.75844639
  -0.32018077]
 [ 0.81871675  0.1866302   0.05433601 ...  0.09926862 -0.64469988
   0.24687277]
 ...
 [-0.8726409   0.23809216 -0.95275389 ...  0.93727612  0.48632115
  -0.68812782]
 [-0.18774373  0.90425405  0.28671055 ... -0.16772784 -0.19797839
   0.81756926]
 [ 0.32062736 -0.52532757 -0.31531594 ...  0.65570282  0.64184232
  -0.30191369]]"
12,2,"[0.83325611 0.24875653 0.70936347 0.41662094 0.31253525 0.54510471
 0.55807885 0.27426319 0.78879247 0.98129109 0.27288317 0.54184151
 0.12963316 0.07995489 0.49774391 0.390792   0.7376318  0.17770609
 0.95054571 0.27335427 0.35503436 0.66902014 0.19224437 0.48286154
 0.15621644 0.02312859 0.77324907 0.43078663 0.05813103 0.8303275
 0.49868834 0.22169084 0.85545675 0.12870268 0.61043017 0.37732866
 0.502238   0.52953221 0.35214716 0.07550607 0.91989637 0.09728554
 0.16361499 0.48134879]","[[ 0.65488904 -0.97770831 -0.23457157 ...  0.16218029 -0.03742797
  -0.65361286]
 [ 0.02791538  0.76539765  0.54512292 ...  0.11279893 -0.37669291
   0.36127798]
 [ 0.50112992 -0.78920379  0.59667176 ...  0.35677395 -0.83346382
  -0.52656604]
 ...
 [ 0.61231793 -0.29092985 -0.3226518  ...  0.21420775  0.50704398
   0.29761919]
 [-0.87213467  0.46951878  0.71717762 ...  0.87362165 -0.33420949
   0.73899135]
 [-0.78595063 -0.30847406 -0.51631048 ... -0.60593391  0.37143888
  -0.91584508]]"
13,15,"[0.10219098 0.92859919 0.1458055  0.24023188 0.17857588 0.96158857
 0.96702864 0.42659733 0.21148998 0.69922641 0.93996489 0.43306248
 0.98627633 0.15629435 0.77802268 0.87067496 0.879364   0.26712669
 0.98208279 0.71391194 0.76755425 0.64023323 0.06851722 0.39378388
 0.9658255  0.65238819 0.83702148 0.41396618 0.02704698 0.38476273
 0.48320167 0.87789131 0.65736734 0.5019977  0.30402521 0.94005689
 0.0186711  0.08176646 0.1467125  0.74241159 0.07613861 0.08963273
 0.44068546 0.40225051]","[[-0.50309544 -0.86242239  0.77370208 ... -0.77176887  0.8812608
  -0.67705753]
 [ 0.80899956  0.7556391  -0.24785747 ...  0.88963443 -0.13084487
  -0.00771196]
 [-0.61140555 -0.85238422 -0.78264228 ... -0.55180061  0.3754286
  -0.14949325]
 ...
 [-0.78262188 -0.36212271  0.69182572 ...  0.39773492  0.32017492
   0.13524679]
 [ 0.13929119  0.27620414  0.59007098 ... -0.23754945  0.39626342
   0.03508247]
 [-0.65329747 -0.8638091  -0.99258055 ...  0.20545718 -0.5530228
  -0.67664572]]"
14,1,"[0.26897176 0.97330936 0.42053164 0.81941935 0.94338648 0.87839561
 0.24719662 0.51197705 0.12875407 0.45369815 0.93057343 0.22045742
 0.68185906 0.11552403 0.80829438 0.12551548 0.40739588 0.87039063
 0.75163768 0.39146156 0.57715377 0.5608324  0.25612987 0.16385216
 0.09614184 0.86261802 0.97295335 0.65423467 0.98937739 0.31162854
 0.15610978 0.1122902  0.39404051 0.006335   0.42027405 0.30530689
 0.42015616 0.03555807 0.70288692 0.57423676 0.09786357 0.25521397
 0.0852079  0.24326531]","[[-0.33934765  0.36155212  0.06095192 ... -0.97817841 -0.50152596
  -0.31372966]
 [ 0.51344855  0.78281407 -0.47172653 ...  0.96726684 -0.51912917
   0.49304477]
 [ 0.33964856  0.21172549  0.47491888 ... -0.2314613  -0.18023956
  -0.34389407]
 ...
 [ 0.01277907 -0.60915778 -0.46636142 ...  0.53672436 -0.75769358
   0.41575778]
 [ 0.26606003  0.54849941 -0.88138333 ... -0.525255   -0.23206033
   0.76163434]
 [ 0.14889068  0.25190638  0.6076035  ... -0.50593905 -0.32011019
   0.10297272]]"
15,7,"[0.9688568  0.17234329 0.5052753  0.83608267 0.16167097 0.76129949
 0.05000615 0.58724075 0.88463215 0.6496944  0.59918934 0.77658076
 0.65404578 0.73765305 0.78843637 0.83881737 0.29321447 0.74363755
 0.03796607 0.20405111 0.26188151 0.39890117 0.96107211 0.23590878
 0.06841007 0.7411124  0.63028878 0.50238336 0.09179797 0.62595319
 0.76957983 0.6011745  0.33539302 0.2538024  0.74344327 0.69595539
 0.3991209  0.72342698 0.88530459 0.51986371 0.52248934 0.30058968
 0.77215958 0.10098637]","[[ 0.66329032  0.33322445 -0.75429914 ... -0.50124389 -0.29113443
  -0.47158432]
 [-0.849095   -0.42339484 -0.59275429 ... -0.07981137  0.15767873
  -0.61115763]
 [-0.07765313  0.15388329 -0.64209967 ... -0.26537641  0.50322836
   0.76966279]
 ...
 [ 0.46548843  0.07697306  0.3116817  ...  0.83605639 -0.96093676
   0.57815264]
 [-0.09055862  0.04619316 -0.72603207 ... -0.80962018 -0.60538258
  -0.09230538]
 [ 0.37358055 -0.83017822  0.00765593 ... -0.5773444   0.79059658
  -0.99583619]]"
16,1,"[0.30644903 0.03094341 0.54499949 0.15582537 0.75739838 0.21282207
 0.11339575 0.00871907 0.22565979 0.75884351 0.17041342 0.86246781
 0.69263333 0.1046244  0.92776789 0.9920342  0.85545668 0.10230289
 0.1132686  0.03607742 0.1295745  0.44616986 0.79051698 0.33641899
 0.00763732 0.89566804 0.79895967 0.12689707 0.14873043 0.55238319
 0.67661394 0.93946805 0.2683401  0.91659739 0.38825295 0.65947763
 0.28808724 0.73485154 0.78619586 0.93487643 0.66323302 0.15061306
 0.20547481 0.34993346]","[[-0.01189798  0.95229268 -0.24769141 ...  0.39735923 -0.43622739
   0.58859371]
 [ 0.08324854 -0.90893664  0.00967449 ...  0.38846272 -0.53621892
   0.95714717]
 [ 0.41195611 -0.76767097  0.89657774 ... -0.19681815  0.03134729
   0.62530979]
 ...
 [-0.96860095  0.14937011  0.58427969 ... -0.48349339  0.08287321
  -0.25920754]
 [ 0.18386834 -0.78253883 -0.2453889  ...  0.23536323 -0.25276102
  -0.86144954]
 [ 0.49674779 -0.86287718 -0.41899565 ...  0.58112798  0.69588342
  -0.07563632]]"
17,1,"[0.20637777 0.53411129 0.45374969 0.65534029 0.44789281 0.07437468
 0.67973766 0.52948888 0.20311934 0.06201518 0.04510022 0.51684657
 0.99490983 0.87740548 0.20949385 0.32440887 0.76356588 0.84436485
 0.78041249 0.2995426  0.45215802 0.03504986 0.10005867 0.23118655
 0.56919877 0.64541256 0.93889603 0.89970526 0.27252887 0.92037178
 0.88353056 0.33252297 0.92853062 0.50067258 0.17564048 0.38206159
 0.59664694 0.74927891 0.07204275 0.2736419  0.18577304 0.88451764
 0.17319162 0.28330728]","[[ 0.9575909  -0.58346442  0.39360035 ... -0.85875359 -0.76268426
   0.28415582]
 [ 0.0762848  -0.92719242  0.17006506 ...  0.16387277  0.28095904
   0.5322137 ]
 [-0.86340515  0.43435246 -0.55620434 ...  0.42445933 -0.37847365
  -0.92005187]
 ...
 [-0.62478906  0.92962333 -0.69627209 ... -0.8340652  -0.60952138
   0.88649668]
 [ 0.63296093  0.88755549 -0.0029959  ... -0.3207954  -0.33314172
  -0.36196575]
 [ 0.88428118  0.7553388   0.59863295 ... -0.72326618 -0.16971939
   0.84825749]]"
18,1,"[0.874327   0.07650244 0.43013264 0.19048234 0.26006113 0.35698489
 0.94106836 0.3683782  0.04565778 0.18212919 0.84014362 0.37199455
 0.88036463 0.88751983 0.50245623 0.51339008 0.95685713 0.12841178
 0.65693563 0.65176427 0.86503702 0.623071   0.73738967 0.28058106
 0.10739561 0.1028542  0.90552965 0.7869951  0.34119218 0.56823187
 0.11000432 0.28203545 0.88602295 0.60714086 0.69428547 0.88863176
 0.64705375 0.57703235 0.16873263 0.34488698 0.92190343 0.11322611
 0.24677689 0.01994134]","[[ 0.27463664  0.88219201 -0.53023515 ... -0.22088738 -0.17334017
   0.76895916]
 [ 0.96464     0.84906234 -0.66924053 ...  0.94019483  0.75274777
   0.45040758]
 [ 0.77144788  0.2220809   0.96498812 ...  0.04295355 -0.39916692
  -0.63145806]
 ...
 [ 0.62602378  0.53095975  0.65435348 ...  0.29289255 -0.03471944
  -0.0294521 ]
 [-0.44066426 -0.25726825  0.77602078 ... -0.19959182 -0.99565526
  -0.51140172]
 [-0.15767091  0.34021636  0.22002137 ... -0.8507959   0.41075075
  -0.81069472]]"
